# Region type :  patch inlet
# Faces          : 70
# Area           : 9.8000000000e-03
# Scale factor   : 1.0000000000e+00
# Time           	sum(phi)
83.5707          	-3.4885647201e-02
83.5758          	-3.4885647464e-02
83.5808          	-3.4885647832e-02
83.5859          	-3.4885647643e-02
83.5909          	-3.4885647509e-02
83.596           	-3.4885647229e-02
83.601           	-3.4885647132e-02
83.6061          	-3.4885646826e-02
83.6111          	-3.4885647144e-02
83.6162          	-3.4885646683e-02
83.6212          	-3.4885647099e-02
83.6263          	-3.4885646794e-02
83.6313          	-3.4885646976e-02
83.6364          	-3.4885646749e-02
83.6414          	-3.4885646843e-02
83.6465          	-3.4885646614e-02
83.6515          	-3.4885647326e-02
83.6566          	-3.4885647503e-02
83.6616          	-3.4885647874e-02
83.6667          	-3.4885647514e-02
83.6717          	-3.4885647547e-02
83.6768          	-3.4885647172e-02
83.6818          	-3.4885647511e-02
83.6869          	-3.4885646837e-02
83.6919          	-3.4885647244e-02
83.697           	-3.4885646748e-02
83.702           	-3.4885647167e-02
83.7071          	-3.4885646652e-02
83.7121          	-3.4885646915e-02
83.7172          	-3.4885646696e-02
83.7222          	-3.4885646868e-02
83.7273          	-3.4885646571e-02
83.7323          	-3.4885647263e-02
83.7374          	-3.4885647426e-02
83.7424          	-3.4885647683e-02
83.7475          	-3.4885647341e-02
83.7525          	-3.4885647369e-02
83.7576          	-3.4885647089e-02
83.7626          	-3.4885647032e-02
83.7677          	-3.4885646821e-02
83.7727          	-3.4885647086e-02
83.7778          	-3.4885646784e-02
83.7828          	-3.4885647038e-02
83.7879          	-3.4885646712e-02
83.7929          	-3.4885647241e-02
83.798           	-3.4885647418e-02
83.803           	-3.4885647680e-02
83.8081          	-3.4885647626e-02
83.8131          	-3.4885647670e-02
83.8182          	-3.4885647266e-02
83.8232          	-3.4885647551e-02
83.8283          	-3.4885646934e-02
83.8333          	-3.4885647057e-02
83.8384          	-3.4885646905e-02
83.8434          	-3.4885646911e-02
83.8485          	-3.4885646616e-02
83.8535          	-3.4885646976e-02
83.8586          	-3.4885646604e-02
83.8636          	-3.4885646950e-02
83.8687          	-3.4885646674e-02
83.8737          	-3.4885646779e-02
83.8788          	-3.4885646709e-02
83.8838          	-3.4885646774e-02
83.8889          	-3.4885646666e-02
83.8939          	-3.4885646831e-02
83.899           	-3.4885646720e-02
83.904           	-3.4885646877e-02
83.9091          	-3.4885646719e-02
83.9141          	-3.4885646855e-02
83.9192          	-3.4885646683e-02
83.9242          	-3.4885647187e-02
83.9293          	-3.4885647442e-02
83.9343          	-3.4885647705e-02
83.9394          	-3.4885647542e-02
83.9444          	-3.4885647691e-02
83.9495          	-3.4885647179e-02
83.9545          	-3.4885647383e-02
83.9596          	-3.4885646902e-02
83.9646          	-3.4885647275e-02
83.9697          	-3.4885646744e-02
83.9747          	-3.4885646994e-02
83.9798          	-3.4885646815e-02
83.9848          	-3.4885647018e-02
83.9899          	-3.4885646645e-02
83.9949          	-3.4885647092e-02
84               	-3.4885646636e-02
84.0051          	-3.4885646953e-02
84.0101          	-3.4885646681e-02
84.0152          	-3.4885647059e-02
84.0202          	-3.4885646610e-02
84.0253          	-3.4885647272e-02
84.0303          	-3.4885647350e-02
84.0354          	-3.4885647836e-02
84.0404          	-3.4885647496e-02
84.0455          	-3.4885647516e-02
84.0505          	-3.4885647042e-02
84.0556          	-3.4885647026e-02
84.0606          	-3.4885646834e-02
84.0657          	-3.4885646984e-02
84.0707          	-3.4885646633e-02
84.0758          	-3.4885646903e-02
84.0808          	-3.4885646650e-02
84.0859          	-3.4885646871e-02
84.0909          	-3.4885646485e-02
84.096           	-3.4885646862e-02
84.101           	-3.4885646544e-02
84.1061          	-3.4885646863e-02
84.1111          	-3.4885646626e-02
84.1162          	-3.4885646863e-02
84.1212          	-3.4885646659e-02
84.1263          	-3.4885646848e-02
84.1313          	-3.4885646631e-02
84.1364          	-3.4885646851e-02
84.1414          	-3.4885646729e-02
84.1465          	-3.4885646936e-02
84.1515          	-3.4885646647e-02
84.1566          	-3.4885646931e-02
84.1616          	-3.4885646559e-02
84.1667          	-3.4885646861e-02
84.1717          	-3.4885646544e-02
84.1768          	-3.4885646858e-02
84.1818          	-3.4885646723e-02
84.1869          	-3.4885646790e-02
84.1919          	-3.4885646701e-02
84.197           	-3.4885646875e-02
84.202           	-3.4885646825e-02
84.2071          	-3.4885646795e-02
84.2121          	-3.4885646698e-02
84.2172          	-3.4885646798e-02
84.2222          	-3.4885646726e-02
84.2273          	-3.4885646973e-02
84.2323          	-3.4885646797e-02
84.2374          	-3.4885647023e-02
84.2424          	-3.4885646820e-02
84.2475          	-3.4885646985e-02
84.2525          	-3.4885646706e-02
84.2576          	-3.4885646994e-02
84.2626          	-3.4885646828e-02
84.2677          	-3.4885646989e-02
84.2727          	-3.4885646603e-02
84.2778          	-3.4885647123e-02
84.2828          	-3.4885646612e-02
84.2879          	-3.4885647047e-02
84.2929          	-3.4885646590e-02
84.298           	-3.4885647206e-02
84.303           	-3.4885647501e-02
84.3081          	-3.4885647636e-02
84.3131          	-3.4885647331e-02
84.3182          	-3.4885647534e-02
84.3232          	-3.4885646823e-02
84.3283          	-3.4885646918e-02
84.3333          	-3.4885646863e-02
84.3384          	-3.4885646967e-02
84.3434          	-3.4885646723e-02
84.3485          	-3.4885647072e-02
84.3535          	-3.4885646784e-02
84.3586          	-3.4885647187e-02
84.3636          	-3.4885647474e-02
84.3687          	-3.4885647485e-02
84.3737          	-3.4885647483e-02
84.3788          	-3.4885647614e-02
84.3838          	-3.4885647280e-02
84.3889          	-3.4885647433e-02
84.3939          	-3.4885646878e-02
84.399           	-3.4885647242e-02
84.404           	-3.4885646820e-02
84.4091          	-3.4885646985e-02
84.4141          	-3.4885646742e-02
84.4192          	-3.4885647066e-02
84.4242          	-3.4885646673e-02
84.4293          	-3.4885647012e-02
84.4343          	-3.4885646539e-02
84.4394          	-3.4885646796e-02
84.4444          	-3.4885646786e-02
84.4495          	-3.4885646792e-02
84.4545          	-3.4885646667e-02
84.4596          	-3.4885646802e-02
84.4646          	-3.4885646681e-02
84.4697          	-3.4885646954e-02
84.4747          	-3.4885646631e-02
84.4798          	-3.4885647027e-02
84.4848          	-3.4885646564e-02
84.4899          	-3.4885646946e-02
84.4949          	-3.4885646490e-02
84.5             	-3.4885647001e-02
84.5051          	-3.4885646527e-02
84.5101          	-3.4885646895e-02
84.5152          	-3.4885646476e-02
84.5202          	-3.4885646878e-02
84.5253          	-3.4885647135e-02
84.5303          	-3.4885647641e-02
84.5354          	-3.4885647527e-02
84.5404          	-3.4885647837e-02
84.5455          	-3.4885647600e-02
84.5505          	-3.4885647502e-02
84.5556          	-3.4885647027e-02
84.5606          	-3.4885647258e-02
84.5657          	-3.4885646991e-02
84.5707          	-3.4885647137e-02
84.5758          	-3.4885646766e-02
84.5808          	-3.4885647040e-02
84.5859          	-3.4885646789e-02
84.5909          	-3.4885646885e-02
84.596           	-3.4885646683e-02
84.601           	-3.4885646741e-02
84.6061          	-3.4885646556e-02
84.6111          	-3.4885646783e-02
84.6162          	-3.4885646624e-02
84.6212          	-3.4885647079e-02
84.6263          	-3.4885647567e-02
84.6313          	-3.4885647742e-02
84.6364          	-3.4885647646e-02
84.6414          	-3.4885647478e-02
84.6465          	-3.4885647217e-02
84.6515          	-3.4885647156e-02
84.6566          	-3.4885647001e-02
84.6616          	-3.4885647033e-02
84.6667          	-3.4885646970e-02
84.6717          	-3.4885647056e-02
84.6768          	-3.4885646774e-02
84.6818          	-3.4885646962e-02
84.6869          	-3.4885646901e-02
84.6919          	-3.4885647005e-02
84.697           	-3.4885646645e-02
84.702           	-3.4885647053e-02
84.7071          	-3.4885646788e-02
84.7121          	-3.4885646973e-02
84.7172          	-3.4885646749e-02
84.7222          	-3.4885647084e-02
84.7273          	-3.4885646641e-02
84.7323          	-3.4885646995e-02
84.7374          	-3.4885646495e-02
84.7424          	-3.4885646939e-02
84.7475          	-3.4885646615e-02
84.7525          	-3.4885646958e-02
84.7576          	-3.4885646586e-02
84.7626          	-3.4885647250e-02
84.7677          	-3.4885647353e-02
84.7727          	-3.4885647685e-02
84.7778          	-3.4885647375e-02
84.7828          	-3.4885647479e-02
84.7879          	-3.4885647132e-02
84.7929          	-3.4885647257e-02
84.798           	-3.4885646705e-02
84.803           	-3.4885647056e-02
84.8081          	-3.4885646764e-02
84.8131          	-3.4885646872e-02
84.8182          	-3.4885646656e-02
84.8232          	-3.4885646864e-02
84.8283          	-3.4885646721e-02
84.8333          	-3.4885646974e-02
84.8384          	-3.4885646458e-02
84.8434          	-3.4885647274e-02
84.8485          	-3.4885647438e-02
84.8535          	-3.4885647700e-02
84.8586          	-3.4885647510e-02
84.8636          	-3.4885647574e-02
84.8687          	-3.4885647212e-02
84.8737          	-3.4885647366e-02
84.8788          	-3.4885646925e-02
84.8838          	-3.4885647154e-02
84.8889          	-3.4885646805e-02
84.8939          	-3.4885647139e-02
84.899           	-3.4885646783e-02
84.904           	-3.4885646968e-02
84.9091          	-3.4885646737e-02
84.9141          	-3.4885647004e-02
84.9192          	-3.4885646602e-02
84.9242          	-3.4885647302e-02
84.9293          	-3.4885647454e-02
84.9343          	-3.4885647602e-02
84.9394          	-3.4885647626e-02
84.9444          	-3.4885647616e-02
84.9495          	-3.4885647317e-02
84.9545          	-3.4885647509e-02
84.9596          	-3.4885647001e-02
84.9646          	-3.4885647356e-02
84.9697          	-3.4885646890e-02
84.9747          	-3.4885647172e-02
84.9798          	-3.4885646812e-02
84.9848          	-3.4885646919e-02
84.9899          	-3.4885646856e-02
84.9949          	-3.4885647185e-02
85               	-3.4885647442e-02
85.0051          	-3.4885647481e-02
85.0101          	-3.4885647777e-02
85.0152          	-3.4885647666e-02
85.0202          	-3.4885647336e-02
85.0253          	-3.4885647455e-02
85.0303          	-3.4885647046e-02
85.0354          	-3.4885647287e-02
85.0404          	-3.4885646833e-02
85.0455          	-3.4885647041e-02
85.0505          	-3.4885646736e-02
85.0556          	-3.4885647014e-02
85.0606          	-3.4885646740e-02
85.0657          	-3.4885646888e-02
85.0707          	-3.4885646909e-02
85.0758          	-3.4885647020e-02
85.0808          	-3.4885646724e-02
85.0859          	-3.4885646938e-02
85.0909          	-3.4885646619e-02
85.096           	-3.4885646905e-02
85.101           	-3.4885646681e-02
85.1061          	-3.4885646916e-02
85.1111          	-3.4885646624e-02
85.1162          	-3.4885646945e-02
85.1212          	-3.4885646623e-02
85.1263          	-3.4885646970e-02
85.1313          	-3.4885646724e-02
85.1364          	-3.4885647038e-02
85.1414          	-3.4885646651e-02
85.1465          	-3.4885647252e-02
85.1515          	-3.4885647390e-02
85.1566          	-3.4885647621e-02
85.1616          	-3.4885647661e-02
85.1667          	-3.4885647645e-02
85.1717          	-3.4885647204e-02
85.1768          	-3.4885647305e-02
85.1818          	-3.4885647128e-02
85.1869          	-3.4885647481e-02
85.1919          	-3.4885647093e-02
85.197           	-3.4885647446e-02
85.202           	-3.4885646934e-02
85.2071          	-3.4885647060e-02
85.2121          	-3.4885647031e-02
85.2172          	-3.4885647388e-02
85.2222          	-3.4885646992e-02
85.2273          	-3.4885647511e-02
85.2323          	-3.4885647076e-02
85.2374          	-3.4885647200e-02
85.2424          	-3.4885646948e-02
85.2475          	-3.4885647119e-02
85.2525          	-3.4885647018e-02
85.2576          	-3.4885647012e-02
85.2626          	-3.4885646941e-02
85.2677          	-3.4885647137e-02
85.2727          	-3.4885646913e-02
85.2778          	-3.4885647117e-02
85.2828          	-3.4885646865e-02
85.2879          	-3.4885647077e-02
85.2929          	-3.4885646871e-02
85.298           	-3.4885646977e-02
85.303           	-3.4885646696e-02
85.3081          	-3.4885646954e-02
85.3131          	-3.4885646831e-02
85.3182          	-3.4885646985e-02
85.3232          	-3.4885646721e-02
85.3283          	-3.4885646994e-02
85.3333          	-3.4885646813e-02
85.3384          	-3.4885646853e-02
85.3434          	-3.4885646709e-02
85.3485          	-3.4885646849e-02
85.3535          	-3.4885646747e-02
85.3586          	-3.4885647108e-02
85.3636          	-3.4885646719e-02
85.3687          	-3.4885646967e-02
85.3737          	-3.4885646717e-02
85.3788          	-3.4885646906e-02
85.3838          	-3.4885646557e-02
85.3889          	-3.4885647001e-02
85.3939          	-3.4885646717e-02
85.399           	-3.4885647117e-02
85.404           	-3.4885646346e-02
85.4091          	-3.4885647325e-02
85.4141          	-3.4885647378e-02
85.4192          	-3.4885647635e-02
85.4242          	-3.4885647305e-02
85.4293          	-3.4885647603e-02
85.4343          	-3.4885647084e-02
85.4394          	-3.4885647335e-02
85.4444          	-3.4885646871e-02
85.4495          	-3.4885647114e-02
85.4545          	-3.4885646837e-02
85.4596          	-3.4885646941e-02
85.4646          	-3.4885646840e-02
85.4697          	-3.4885647002e-02
85.4747          	-3.4885646815e-02
85.4798          	-3.4885646940e-02
85.4848          	-3.4885646743e-02
85.4899          	-3.4885646912e-02
85.4949          	-3.4885646801e-02
85.5             	-3.4885646955e-02
85.5051          	-3.4885646696e-02
85.5101          	-3.4885646964e-02
85.5152          	-3.4885646590e-02
85.5202          	-3.4885646974e-02
85.5253          	-3.4885646659e-02
85.5303          	-3.4885646856e-02
85.5354          	-3.4885646670e-02
85.5404          	-3.4885646757e-02
85.5455          	-3.4885646790e-02
85.5505          	-3.4885646972e-02
85.5556          	-3.4885646923e-02
85.5606          	-3.4885647008e-02
85.5657          	-3.4885646639e-02
85.5707          	-3.4885646982e-02
85.5758          	-3.4885646684e-02
85.5808          	-3.4885646929e-02
85.5859          	-3.4885646509e-02
85.5909          	-3.4885646826e-02
85.596           	-3.4885646647e-02
85.601           	-3.4885646823e-02
85.6061          	-3.4885646615e-02
85.6111          	-3.4885646929e-02
85.6162          	-3.4885646687e-02
85.6212          	-3.4885646894e-02
85.6263          	-3.4885646558e-02
85.6313          	-3.4885647203e-02
85.6364          	-3.4885647503e-02
85.6414          	-3.4885647621e-02
85.6465          	-3.4885647401e-02
85.6515          	-3.4885647385e-02
85.6566          	-3.4885647025e-02
85.6616          	-3.4885647059e-02
85.6667          	-3.4885646977e-02
85.6717          	-3.4885647107e-02
85.6768          	-3.4885646862e-02
85.6818          	-3.4885647051e-02
85.6869          	-3.4885646761e-02
85.6919          	-3.4885646866e-02
85.697           	-3.4885646882e-02
85.702           	-3.4885647023e-02
85.7071          	-3.4885646728e-02
85.7121          	-3.4885647015e-02
85.7172          	-3.4885646823e-02
85.7222          	-3.4885646918e-02
85.7273          	-3.4885646697e-02
85.7323          	-3.4885646961e-02
85.7374          	-3.4885646671e-02
85.7424          	-3.4885647081e-02
85.7475          	-3.4885646525e-02
85.7525          	-3.4885647220e-02
85.7576          	-3.4885647513e-02
85.7626          	-3.4885647542e-02
85.7677          	-3.4885647473e-02
85.7727          	-3.4885647346e-02
85.7778          	-3.4885647050e-02
85.7828          	-3.4885647137e-02
85.7879          	-3.4885646880e-02
85.7929          	-3.4885647154e-02
85.798           	-3.4885646855e-02
85.803           	-3.4885647072e-02
85.8081          	-3.4885646818e-02
85.8131          	-3.4885647043e-02
85.8182          	-3.4885646682e-02
85.8232          	-3.4885646910e-02
85.8283          	-3.4885646618e-02
85.8333          	-3.4885646948e-02
85.8384          	-3.4885646660e-02
85.8434          	-3.4885647203e-02
85.8485          	-3.4885647476e-02
85.8535          	-3.4885647610e-02
85.8586          	-3.4885647349e-02
85.8636          	-3.4885647360e-02
85.8687          	-3.4885647009e-02
85.8737          	-3.4885647136e-02
85.8788          	-3.4885646937e-02
85.8838          	-3.4885647084e-02
85.8889          	-3.4885646848e-02
85.8939          	-3.4885647069e-02
85.899           	-3.4885646775e-02
85.904           	-3.4885647077e-02
85.9091          	-3.4885646617e-02
85.9141          	-3.4885647070e-02
85.9192          	-3.4885646561e-02
85.9242          	-3.4885646871e-02
85.9293          	-3.4885646497e-02
85.9343          	-3.4885647209e-02
85.9394          	-3.4885647390e-02
85.9444          	-3.4885647602e-02
85.9495          	-3.4885647394e-02
85.9545          	-3.4885647491e-02
85.9596          	-3.4885647090e-02
85.9646          	-3.4885647183e-02
85.9697          	-3.4885646973e-02
85.9747          	-3.4885647151e-02
85.9798          	-3.4885646754e-02
85.9848          	-3.4885647143e-02
85.9899          	-3.4885646657e-02
85.9949          	-3.4885647040e-02
86               	-3.4885646621e-02
86.0051          	-3.4885646859e-02
86.0101          	-3.4885646614e-02
86.0152          	-3.4885646846e-02
86.0202          	-3.4885646515e-02
86.0253          	-3.4885647230e-02
86.0303          	-3.4885647347e-02
86.0354          	-3.4885647571e-02
86.0404          	-3.4885647407e-02
86.0455          	-3.4885647356e-02
86.0505          	-3.4885647025e-02
86.0556          	-3.4885647158e-02
86.0606          	-3.4885646867e-02
86.0657          	-3.4885647113e-02
86.0707          	-3.4885646711e-02
86.0758          	-3.4885646976e-02
86.0808          	-3.4885646799e-02
86.0859          	-3.4885646975e-02
86.0909          	-3.4885646664e-02
86.096           	-3.4885647016e-02
86.101           	-3.4885646614e-02
86.1061          	-3.4885646936e-02
86.1111          	-3.4885646767e-02
86.1162          	-3.4885646875e-02
86.1212          	-3.4885646860e-02
86.1263          	-3.4885646926e-02
86.1313          	-3.4885646797e-02
86.1364          	-3.4885646999e-02
86.1414          	-3.4885646647e-02
86.1465          	-3.4885646945e-02
86.1515          	-3.4885646747e-02
86.1566          	-3.4885646968e-02
86.1616          	-3.4885646650e-02
86.1667          	-3.4885646852e-02
86.1717          	-3.4885646609e-02
86.1768          	-3.4885646843e-02
86.1818          	-3.4885646580e-02
86.1869          	-3.4885646842e-02
86.1919          	-3.4885646560e-02
86.197           	-3.4885646847e-02
86.202           	-3.4885646737e-02
86.2071          	-3.4885646784e-02
86.2121          	-3.4885646747e-02
86.2172          	-3.4885646966e-02
86.2222          	-3.4885646605e-02
86.2273          	-3.4885646921e-02
86.2323          	-3.4885646646e-02
86.2374          	-3.4885647187e-02
86.2424          	-3.4885647486e-02
86.2475          	-3.4885647652e-02
86.2525          	-3.4885647360e-02
86.2576          	-3.4885647529e-02
86.2626          	-3.4885647078e-02
86.2677          	-3.4885647158e-02
86.2727          	-3.4885646860e-02
86.2778          	-3.4885647108e-02
86.2828          	-3.4885646733e-02
86.2879          	-3.4885647009e-02
86.2929          	-3.4885646638e-02
86.298           	-3.4885646872e-02
86.303           	-3.4885646527e-02
86.3081          	-3.4885646893e-02
86.3131          	-3.4885646531e-02
86.3182          	-3.4885647314e-02
86.3232          	-3.4885647436e-02
86.3283          	-3.4885647693e-02
86.3333          	-3.4885647682e-02
86.3384          	-3.4885647588e-02
86.3434          	-3.4885647270e-02
86.3485          	-3.4885647265e-02
86.3535          	-3.4885647019e-02
86.3586          	-3.4885647149e-02
86.3636          	-3.4885646999e-02
86.3687          	-3.4885647139e-02
86.3737          	-3.4885646891e-02
86.3788          	-3.4885647163e-02
86.3838          	-3.4885646746e-02
86.3889          	-3.4885647082e-02
86.3939          	-3.4885646666e-02
86.399           	-3.4885646922e-02
86.404           	-3.4885646746e-02
86.4091          	-3.4885646931e-02
86.4141          	-3.4885646502e-02
86.4192          	-3.4885647265e-02
86.4242          	-3.4885647438e-02
86.4293          	-3.4885647693e-02
86.4343          	-3.4885647369e-02
86.4394          	-3.4885647548e-02
86.4444          	-3.4885647000e-02
86.4495          	-3.4885647320e-02
86.4545          	-3.4885646796e-02
86.4596          	-3.4885647145e-02
86.4646          	-3.4885646849e-02
86.4697          	-3.4885647092e-02
86.4747          	-3.4885646684e-02
86.4798          	-3.4885646938e-02
86.4848          	-3.4885646630e-02
86.4899          	-3.4885646801e-02
86.4949          	-3.4885646588e-02
86.5             	-3.4885647179e-02
86.5051          	-3.4885647419e-02
86.5101          	-3.4885647548e-02
86.5152          	-3.4885647416e-02
86.5202          	-3.4885647433e-02
86.5253          	-3.4885647071e-02
86.5303          	-3.4885647152e-02
86.5354          	-3.4885646860e-02
86.5404          	-3.4885647175e-02
86.5455          	-3.4885646728e-02
86.5505          	-3.4885647115e-02
86.5556          	-3.4885646614e-02
86.5606          	-3.4885646990e-02
86.5657          	-3.4885646674e-02
86.5707          	-3.4885647002e-02
86.5758          	-3.4885646540e-02
86.5808          	-3.4885646999e-02
86.5859          	-3.4885646628e-02
86.5909          	-3.4885646812e-02
86.596           	-3.4885646667e-02
86.601           	-3.4885646842e-02
86.6061          	-3.4885646585e-02
86.6111          	-3.4885646916e-02
86.6162          	-3.4885646521e-02
86.6212          	-3.4885646855e-02
86.6263          	-3.4885646574e-02
86.6313          	-3.4885647161e-02
86.6364          	-3.4885647467e-02
86.6414          	-3.4885647615e-02
86.6465          	-3.4885647448e-02
86.6515          	-3.4885647449e-02
86.6566          	-3.4885646944e-02
86.6616          	-3.4885647230e-02
86.6667          	-3.4885646783e-02
86.6717          	-3.4885646918e-02
86.6768          	-3.4885646850e-02
86.6818          	-3.4885646955e-02
86.6869          	-3.4885646700e-02
86.6919          	-3.4885646955e-02
86.697           	-3.4885646598e-02
86.702           	-3.4885646963e-02
86.7071          	-3.4885646536e-02
86.7121          	-3.4885646862e-02
86.7172          	-3.4885646612e-02
86.7222          	-3.4885646774e-02
86.7273          	-3.4885646861e-02
86.7323          	-3.4885646957e-02
86.7374          	-3.4885646652e-02
86.7424          	-3.4885647126e-02
86.7475          	-3.4885646559e-02
86.7525          	-3.4885646887e-02
86.7576          	-3.4885646635e-02
86.7626          	-3.4885646907e-02
86.7677          	-3.4885646566e-02
86.7727          	-3.4885646911e-02
86.7778          	-3.4885646549e-02
86.7828          	-3.4885646838e-02
86.7879          	-3.4885646684e-02
86.7929          	-3.4885646757e-02
86.798           	-3.4885646612e-02
86.803           	-3.4885646857e-02
86.8081          	-3.4885646609e-02
86.8131          	-3.4885647243e-02
86.8182          	-3.4885647466e-02
86.8232          	-3.4885647808e-02
86.8283          	-3.4885647445e-02
86.8333          	-3.4885647713e-02
86.8384          	-3.4885647067e-02
86.8434          	-3.4885647257e-02
86.8485          	-3.4885646915e-02
86.8535          	-3.4885647034e-02
86.8586          	-3.4885646798e-02
86.8636          	-3.4885647034e-02
86.8687          	-3.4885646759e-02
86.8737          	-3.4885646872e-02
86.8788          	-3.4885646785e-02
86.8838          	-3.4885646884e-02
86.8889          	-3.4885646752e-02
86.8939          	-3.4885646957e-02
86.899           	-3.4885646564e-02
86.904           	-3.4885646886e-02
86.9091          	-3.4885646573e-02
86.9141          	-3.4885647095e-02
86.9192          	-3.4885647571e-02
86.9242          	-3.4885647636e-02
86.9293          	-3.4885647632e-02
86.9343          	-3.4885647447e-02
86.9394          	-3.4885647133e-02
86.9444          	-3.4885647317e-02
86.9495          	-3.4885646946e-02
86.9545          	-3.4885647236e-02
86.9596          	-3.4885646745e-02
86.9646          	-3.4885646967e-02
86.9697          	-3.4885646854e-02
86.9747          	-3.4885647001e-02
86.9798          	-3.4885646782e-02
86.9848          	-3.4885647130e-02
86.9899          	-3.4885646660e-02
86.9949          	-3.4885647012e-02
87               	-3.4885646657e-02
87.0051          	-3.4885647040e-02
87.0101          	-3.4885646720e-02
87.0152          	-3.4885647117e-02
87.0202          	-3.4885646522e-02
87.0253          	-3.4885646848e-02
87.0303          	-3.4885646780e-02
87.0354          	-3.4885646825e-02
87.0404          	-3.4885646679e-02
87.0455          	-3.4885646879e-02
87.0505          	-3.4885646663e-02
87.0556          	-3.4885646838e-02
87.0606          	-3.4885646753e-02
87.0657          	-3.4885646860e-02
87.0707          	-3.4885646713e-02
87.0758          	-3.4885646868e-02
87.0808          	-3.4885646757e-02
87.0859          	-3.4885646970e-02
87.0909          	-3.4885646921e-02
87.096           	-3.4885647063e-02
87.101           	-3.4885646699e-02
87.1061          	-3.4885646966e-02
87.1111          	-3.4885646836e-02
87.1162          	-3.4885646845e-02
87.1212          	-3.4885646829e-02
87.1263          	-3.4885646951e-02
87.1313          	-3.4885646911e-02
87.1364          	-3.4885647056e-02
87.1414          	-3.4885646764e-02
87.1465          	-3.4885646888e-02
87.1515          	-3.4885646820e-02
87.1566          	-3.4885646896e-02
87.1616          	-3.4885646710e-02
87.1667          	-3.4885646986e-02
87.1717          	-3.4885646660e-02
87.1768          	-3.4885647016e-02
87.1818          	-3.4885646668e-02
87.1869          	-3.4885646973e-02
87.1919          	-3.4885646656e-02
87.197           	-3.4885646873e-02
87.202           	-3.4885646722e-02
87.2071          	-3.4885646957e-02
87.2121          	-3.4885646918e-02
87.2172          	-3.4885647075e-02
87.2222          	-3.4885646787e-02
87.2273          	-3.4885647020e-02
87.2323          	-3.4885646904e-02
87.2374          	-3.4885647348e-02
87.2424          	-3.4885647044e-02
87.2475          	-3.4885647722e-02
87.2525          	-3.4885647083e-02
87.2576          	-3.4885647599e-02
87.2626          	-3.4885647062e-02
87.2677          	-3.4885647476e-02
87.2727          	-3.4885647190e-02
87.2778          	-3.4885647721e-02
87.2828          	-3.4885647038e-02
87.2879          	-3.4885647901e-02
87.2929          	-3.4885647235e-02
87.298           	-3.4885647547e-02
87.303           	-3.4885647093e-02
87.3081          	-3.4885647394e-02
87.3131          	-3.4885646899e-02
87.3182          	-3.4885647201e-02
87.3232          	-3.4885646815e-02
87.3283          	-3.4885646885e-02
87.3333          	-3.4885646956e-02
87.3384          	-3.4885646967e-02
87.3434          	-3.4885646797e-02
87.3485          	-3.4885646958e-02
87.3535          	-3.4885646711e-02
87.3586          	-3.4885646734e-02
87.3636          	-3.4885646859e-02
87.3687          	-3.4885646929e-02
87.3737          	-3.4885646719e-02
87.3788          	-3.4885647264e-02
87.3838          	-3.4885647426e-02
87.3889          	-3.4885647628e-02
87.3939          	-3.4885647447e-02
87.399           	-3.4885647460e-02
87.404           	-3.4885647029e-02
87.4091          	-3.4885647087e-02
87.4141          	-3.4885646850e-02
87.4192          	-3.4885647019e-02
87.4242          	-3.4885646764e-02
87.4293          	-3.4885646963e-02
87.4343          	-3.4885646801e-02
87.4394          	-3.4885646984e-02
87.4444          	-3.4885646773e-02
87.4495          	-3.4885646913e-02
87.4545          	-3.4885646875e-02
87.4596          	-3.4885647123e-02
87.4646          	-3.4885646555e-02
87.4697          	-3.4885646972e-02
87.4747          	-3.4885646584e-02
87.4798          	-3.4885646778e-02
87.4848          	-3.4885646609e-02
87.4899          	-3.4885646830e-02
87.4949          	-3.4885646603e-02
87.5             	-3.4885647173e-02
87.5051          	-3.4885647444e-02
87.5101          	-3.4885647548e-02
87.5152          	-3.4885647609e-02
87.5202          	-3.4885647570e-02
87.5253          	-3.4885647063e-02
87.5303          	-3.4885647253e-02
87.5354          	-3.4885646871e-02
87.5404          	-3.4885647135e-02
87.5455          	-3.4885646763e-02
87.5505          	-3.4885647111e-02
87.5556          	-3.4885646715e-02
87.5606          	-3.4885646999e-02
87.5657          	-3.4885646679e-02
87.5707          	-3.4885647161e-02
87.5758          	-3.4885647525e-02
87.5808          	-3.4885647780e-02
87.5859          	-3.4885647275e-02
87.5909          	-3.4885647465e-02
87.596           	-3.4885646959e-02
87.601           	-3.4885647090e-02
87.6061          	-3.4885646820e-02
87.6111          	-3.4885646962e-02
87.6162          	-3.4885646752e-02
87.6212          	-3.4885646945e-02
87.6263          	-3.4885646711e-02
87.6313          	-3.4885646864e-02
87.6364          	-3.4885646650e-02
87.6414          	-3.4885646849e-02
87.6465          	-3.4885646571e-02
87.6515          	-3.4885646858e-02
87.6566          	-3.4885646613e-02
87.6616          	-3.4885647129e-02
87.6667          	-3.4885647433e-02
87.6717          	-3.4885647672e-02
87.6768          	-3.4885647330e-02
87.6818          	-3.4885647371e-02
87.6869          	-3.4885646965e-02
87.6919          	-3.4885647002e-02
87.697           	-3.4885646974e-02
87.702           	-3.4885647171e-02
87.7071          	-3.4885646776e-02
87.7121          	-3.4885646996e-02
87.7172          	-3.4885646620e-02
87.7222          	-3.4885646811e-02
87.7273          	-3.4885646560e-02
