# Region type :  patch inlet
# Faces          : 70
# Area           : 9.8000000000e-03
# Scale factor   : 1.0000000000e+00
# Time           	sum(phi)
36.4949          	-3.4885647017e-02
36.5             	-3.4885647289e-02
36.5051          	-3.4885647075e-02
36.5101          	-3.4885647160e-02
36.5152          	-3.4885647085e-02
36.5202          	-3.4885647286e-02
36.5253          	-3.4885647117e-02
36.5303          	-3.4885647297e-02
36.5354          	-3.4885647037e-02
36.5404          	-3.4885647345e-02
36.5455          	-3.4885646982e-02
36.5505          	-3.4885647193e-02
36.5556          	-3.4885646996e-02
36.5606          	-3.4885647221e-02
36.5657          	-3.4885646872e-02
36.5707          	-3.4885647231e-02
36.5758          	-3.4885646916e-02
36.5808          	-3.4885647217e-02
36.5859          	-3.4885646835e-02
36.5909          	-3.4885647177e-02
36.596           	-3.4885646820e-02
36.601           	-3.4885647154e-02
36.6061          	-3.4885646871e-02
36.6111          	-3.4885647152e-02
36.6162          	-3.4885646820e-02
36.6212          	-3.4885647247e-02
36.6263          	-3.4885646842e-02
36.6313          	-3.4885647422e-02
36.6364          	-3.4885647762e-02
36.6414          	-3.4885647670e-02
36.6465          	-3.4885647984e-02
36.6515          	-3.4885647925e-02
36.6566          	-3.4885647801e-02
36.6616          	-3.4885647775e-02
36.6667          	-3.4885647407e-02
36.6717          	-3.4885647663e-02
36.6768          	-3.4885647256e-02
36.6818          	-3.4885647490e-02
36.6869          	-3.4885647250e-02
36.6919          	-3.4885647342e-02
36.697           	-3.4885647060e-02
36.702           	-3.4885647397e-02
36.7071          	-3.4885647082e-02
36.7121          	-3.4885647386e-02
36.7172          	-3.4885646989e-02
36.7222          	-3.4885647150e-02
36.7273          	-3.4885647078e-02
36.7323          	-3.4885647233e-02
36.7374          	-3.4885647058e-02
36.7424          	-3.4885647225e-02
36.7475          	-3.4885646974e-02
36.7525          	-3.4885647225e-02
36.7576          	-3.4885646902e-02
36.7626          	-3.4885647324e-02
36.7677          	-3.4885646964e-02
36.7727          	-3.4885647102e-02
36.7778          	-3.4885647113e-02
36.7828          	-3.4885647140e-02
36.7879          	-3.4885647160e-02
36.7929          	-3.4885647661e-02
36.798           	-3.4885647139e-02
36.803           	-3.4885647662e-02
36.8081          	-3.4885647230e-02
36.8131          	-3.4885647495e-02
36.8182          	-3.4885647151e-02
36.8232          	-3.4885647484e-02
36.8283          	-3.4885647107e-02
36.8333          	-3.4885647358e-02
36.8384          	-3.4885647208e-02
36.8434          	-3.4885647386e-02
36.8485          	-3.4885647054e-02
36.8535          	-3.4885647301e-02
36.8586          	-3.4885647003e-02
36.8636          	-3.4885647324e-02
36.8687          	-3.4885647046e-02
36.8737          	-3.4885647298e-02
36.8788          	-3.4885647019e-02
36.8838          	-3.4885647387e-02
36.8889          	-3.4885647073e-02
36.8939          	-3.4885647364e-02
36.899           	-3.4885647188e-02
36.904           	-3.4885647489e-02
36.9091          	-3.4885647411e-02
36.9141          	-3.4885647560e-02
36.9192          	-3.4885647266e-02
36.9242          	-3.4885647393e-02
36.9293          	-3.4885647148e-02
36.9343          	-3.4885647126e-02
36.9394          	-3.4885647150e-02
36.9444          	-3.4885647213e-02
36.9495          	-3.4885647017e-02
36.9545          	-3.4885647306e-02
36.9596          	-3.4885646967e-02
36.9646          	-3.4885647346e-02
36.9697          	-3.4885646937e-02
36.9747          	-3.4885647362e-02
36.9798          	-3.4885646929e-02
36.9848          	-3.4885647201e-02
36.9899          	-3.4885646891e-02
36.9949          	-3.4885647224e-02
37               	-3.4885647020e-02
37.0051          	-3.4885647226e-02
37.0101          	-3.4885646906e-02
37.0152          	-3.4885647263e-02
37.0202          	-3.4885647045e-02
37.0253          	-3.4885647231e-02
37.0303          	-3.4885646925e-02
37.0354          	-3.4885647439e-02
37.0404          	-3.4885647618e-02
37.0455          	-3.4885647808e-02
37.0505          	-3.4885647965e-02
37.0556          	-3.4885647697e-02
37.0606          	-3.4885647845e-02
37.0657          	-3.4885647758e-02
37.0707          	-3.4885647496e-02
37.0758          	-3.4885647817e-02
37.0808          	-3.4885647389e-02
37.0859          	-3.4885647644e-02
37.0909          	-3.4885647154e-02
37.096           	-3.4885647567e-02
37.101           	-3.4885647149e-02
37.1061          	-3.4885647520e-02
37.1111          	-3.4885647539e-02
37.1162          	-3.4885647620e-02
37.1212          	-3.4885647846e-02
37.1263          	-3.4885647785e-02
37.1313          	-3.4885647585e-02
37.1364          	-3.4885647719e-02
37.1414          	-3.4885647298e-02
37.1465          	-3.4885647708e-02
37.1515          	-3.4885647175e-02
37.1566          	-3.4885647548e-02
37.1616          	-3.4885647109e-02
37.1667          	-3.4885647351e-02
37.1717          	-3.4885647107e-02
37.1768          	-3.4885647264e-02
37.1818          	-3.4885647018e-02
37.1869          	-3.4885647303e-02
37.1919          	-3.4885646962e-02
37.197           	-3.4885647322e-02
37.202           	-3.4885646954e-02
37.2071          	-3.4885647237e-02
37.2121          	-3.4885646909e-02
37.2172          	-3.4885647282e-02
37.2222          	-3.4885646965e-02
37.2273          	-3.4885647174e-02
37.2323          	-3.4885647123e-02
37.2374          	-3.4885647205e-02
37.2424          	-3.4885647078e-02
37.2475          	-3.4885647111e-02
37.2525          	-3.4885647027e-02
37.2576          	-3.4885647204e-02
37.2626          	-3.4885646973e-02
37.2677          	-3.4885647283e-02
37.2727          	-3.4885646813e-02
37.2778          	-3.4885647361e-02
37.2828          	-3.4885646964e-02
37.2879          	-3.4885647300e-02
37.2929          	-3.4885647022e-02
37.298           	-3.4885647259e-02
37.303           	-3.4885647041e-02
37.3081          	-3.4885647389e-02
37.3131          	-3.4885647082e-02
37.3182          	-3.4885647411e-02
37.3232          	-3.4885647033e-02
37.3283          	-3.4885647361e-02
37.3333          	-3.4885647030e-02
37.3384          	-3.4885647163e-02
37.3434          	-3.4885647126e-02
37.3485          	-3.4885647252e-02
37.3535          	-3.4885647094e-02
37.3586          	-3.4885647390e-02
37.3636          	-3.4885647097e-02
37.3687          	-3.4885647348e-02
37.3737          	-3.4885647137e-02
37.3788          	-3.4885647369e-02
37.3838          	-3.4885647023e-02
37.3889          	-3.4885647405e-02
37.3939          	-3.4885647137e-02
37.399           	-3.4885647346e-02
37.404           	-3.4885647122e-02
37.4091          	-3.4885647387e-02
37.4141          	-3.4885646944e-02
37.4192          	-3.4885647339e-02
37.4242          	-3.4885646919e-02
37.4293          	-3.4885647191e-02
37.4343          	-3.4885646981e-02
37.4394          	-3.4885647189e-02
37.4444          	-3.4885647063e-02
37.4495          	-3.4885647289e-02
37.4545          	-3.4885647105e-02
37.4596          	-3.4885647345e-02
37.4646          	-3.4885647094e-02
37.4697          	-3.4885647295e-02
37.4747          	-3.4885646943e-02
37.4798          	-3.4885647367e-02
37.4848          	-3.4885647120e-02
37.4899          	-3.4885647237e-02
37.4949          	-3.4885647146e-02
37.5             	-3.4885647378e-02
37.5051          	-3.4885647181e-02
37.5101          	-3.4885647488e-02
37.5152          	-3.4885647014e-02
37.5202          	-3.4885647257e-02
37.5253          	-3.4885646969e-02
37.5303          	-3.4885647333e-02
37.5354          	-3.4885647116e-02
37.5404          	-3.4885647700e-02
37.5455          	-3.4885647307e-02
37.5505          	-3.4885648068e-02
37.5556          	-3.4885647293e-02
37.5606          	-3.4885648097e-02
37.5657          	-3.4885647319e-02
37.5707          	-3.4885647833e-02
37.5758          	-3.4885647253e-02
37.5808          	-3.4885647396e-02
37.5859          	-3.4885647223e-02
37.5909          	-3.4885647357e-02
37.596           	-3.4885647310e-02
37.601           	-3.4885647385e-02
37.6061          	-3.4885647142e-02
37.6111          	-3.4885647432e-02
37.6162          	-3.4885646993e-02
37.6212          	-3.4885647223e-02
37.6263          	-3.4885647185e-02
37.6313          	-3.4885647270e-02
37.6364          	-3.4885647013e-02
37.6414          	-3.4885647303e-02
37.6465          	-3.4885646935e-02
37.6515          	-3.4885647430e-02
37.6566          	-3.4885647715e-02
37.6616          	-3.4885647994e-02
37.6667          	-3.4885647895e-02
37.6717          	-3.4885647947e-02
37.6768          	-3.4885647611e-02
37.6818          	-3.4885647797e-02
37.6869          	-3.4885647726e-02
37.6919          	-3.4885647780e-02
37.697           	-3.4885647771e-02
37.702           	-3.4885647587e-02
37.7071          	-3.4885647462e-02
37.7121          	-3.4885647687e-02
37.7172          	-3.4885647267e-02
37.7222          	-3.4885647531e-02
37.7273          	-3.4885647158e-02
37.7323          	-3.4885647365e-02
37.7374          	-3.4885647226e-02
37.7424          	-3.4885647366e-02
37.7475          	-3.4885647118e-02
37.7525          	-3.4885647527e-02
37.7576          	-3.4885647122e-02
37.7626          	-3.4885647426e-02
37.7677          	-3.4885647041e-02
37.7727          	-3.4885647250e-02
37.7778          	-3.4885646946e-02
37.7828          	-3.4885647291e-02
37.7879          	-3.4885647177e-02
37.7929          	-3.4885647281e-02
37.798           	-3.4885647120e-02
37.803           	-3.4885647286e-02
37.8081          	-3.4885647053e-02
37.8131          	-3.4885647330e-02
37.8182          	-3.4885646968e-02
37.8232          	-3.4885647237e-02
37.8283          	-3.4885647045e-02
37.8333          	-3.4885647341e-02
37.8384          	-3.4885647016e-02
37.8434          	-3.4885647470e-02
37.8485          	-3.4885647078e-02
37.8535          	-3.4885647305e-02
37.8586          	-3.4885647139e-02
37.8636          	-3.4885647103e-02
37.8687          	-3.4885647011e-02
37.8737          	-3.4885647309e-02
37.8788          	-3.4885647212e-02
37.8838          	-3.4885647483e-02
37.8889          	-3.4885647517e-02
37.8939          	-3.4885647574e-02
37.899           	-3.4885647424e-02
37.904           	-3.4885647613e-02
37.9091          	-3.4885647299e-02
37.9141          	-3.4885647464e-02
37.9192          	-3.4885647238e-02
37.9242          	-3.4885647436e-02
37.9293          	-3.4885647291e-02
37.9343          	-3.4885647466e-02
37.9394          	-3.4885647148e-02
37.9444          	-3.4885647375e-02
37.9495          	-3.4885647057e-02
37.9545          	-3.4885647370e-02
37.9596          	-3.4885647142e-02
37.9646          	-3.4885647347e-02
37.9697          	-3.4885647093e-02
37.9747          	-3.4885647073e-02
37.9798          	-3.4885647212e-02
37.9848          	-3.4885647388e-02
37.9899          	-3.4885647261e-02
37.9949          	-3.4885647563e-02
38               	-3.4885647210e-02
38.0051          	-3.4885647308e-02
38.0101          	-3.4885647120e-02
38.0152          	-3.4885647292e-02
38.0202          	-3.4885647056e-02
38.0253          	-3.4885647370e-02
38.0303          	-3.4885647063e-02
38.0354          	-3.4885647381e-02
38.0404          	-3.4885647138e-02
38.0455          	-3.4885647337e-02
38.0505          	-3.4885647113e-02
38.0556          	-3.4885647241e-02
38.0606          	-3.4885647197e-02
38.0657          	-3.4885647146e-02
38.0707          	-3.4885647084e-02
38.0758          	-3.4885647402e-02
38.0808          	-3.4885647174e-02
38.0859          	-3.4885647445e-02
38.0909          	-3.4885647127e-02
38.096           	-3.4885647299e-02
38.101           	-3.4885646970e-02
38.1061          	-3.4885647284e-02
38.1111          	-3.4885646991e-02
38.1162          	-3.4885647319e-02
38.1212          	-3.4885647027e-02
38.1263          	-3.4885647178e-02
38.1313          	-3.4885647090e-02
38.1364          	-3.4885647264e-02
38.1414          	-3.4885647134e-02
38.1465          	-3.4885647559e-02
38.1515          	-3.4885647202e-02
38.1566          	-3.4885647839e-02
38.1616          	-3.4885647533e-02
38.1667          	-3.4885647965e-02
38.1717          	-3.4885647269e-02
38.1768          	-3.4885647550e-02
38.1818          	-3.4885647259e-02
38.1869          	-3.4885647262e-02
38.1919          	-3.4885647272e-02
38.197           	-3.4885647686e-02
38.202           	-3.4885647550e-02
38.2071          	-3.4885647829e-02
38.2121          	-3.4885647779e-02
38.2172          	-3.4885647806e-02
38.2222          	-3.4885647554e-02
38.2273          	-3.4885647668e-02
38.2323          	-3.4885647374e-02
38.2374          	-3.4885647569e-02
38.2424          	-3.4885647181e-02
38.2475          	-3.4885647398e-02
38.2525          	-3.4885647175e-02
38.2576          	-3.4885647582e-02
38.2626          	-3.4885647144e-02
38.2677          	-3.4885647571e-02
38.2727          	-3.4885647247e-02
38.2778          	-3.4885647477e-02
38.2828          	-3.4885647309e-02
38.2879          	-3.4885647458e-02
38.2929          	-3.4885647271e-02
38.298           	-3.4885647293e-02
38.303           	-3.4885647282e-02
38.3081          	-3.4885647468e-02
38.3131          	-3.4885647334e-02
38.3182          	-3.4885647411e-02
38.3232          	-3.4885647191e-02
38.3283          	-3.4885647376e-02
38.3333          	-3.4885647127e-02
38.3384          	-3.4885647100e-02
38.3434          	-3.4885647168e-02
38.3485          	-3.4885647396e-02
38.3535          	-3.4885647079e-02
38.3586          	-3.4885647393e-02
38.3636          	-3.4885647090e-02
38.3687          	-3.4885647278e-02
38.3737          	-3.4885647120e-02
38.3788          	-3.4885647259e-02
38.3838          	-3.4885647005e-02
38.3889          	-3.4885647371e-02
38.3939          	-3.4885647090e-02
38.399           	-3.4885647407e-02
38.404           	-3.4885647006e-02
38.4091          	-3.4885647364e-02
38.4141          	-3.4885647008e-02
38.4192          	-3.4885647253e-02
38.4242          	-3.4885646928e-02
38.4293          	-3.4885647295e-02
38.4343          	-3.4885647061e-02
38.4394          	-3.4885647356e-02
38.4444          	-3.4885647053e-02
38.4495          	-3.4885647271e-02
38.4545          	-3.4885647201e-02
38.4596          	-3.4885647186e-02
38.4646          	-3.4885647127e-02
38.4697          	-3.4885647404e-02
38.4747          	-3.4885647069e-02
38.4798          	-3.4885647399e-02
38.4848          	-3.4885647083e-02
38.4899          	-3.4885647386e-02
38.4949          	-3.4885647077e-02
38.5             	-3.4885647292e-02
38.5051          	-3.4885647181e-02
38.5101          	-3.4885647287e-02
38.5152          	-3.4885647131e-02
38.5202          	-3.4885647655e-02
38.5253          	-3.4885647213e-02
38.5303          	-3.4885647803e-02
38.5354          	-3.4885647376e-02
38.5404          	-3.4885647601e-02
38.5455          	-3.4885647414e-02
38.5505          	-3.4885647364e-02
38.5556          	-3.4885647275e-02
38.5606          	-3.4885647441e-02
38.5657          	-3.4885647137e-02
38.5707          	-3.4885647337e-02
38.5758          	-3.4885647211e-02
38.5808          	-3.4885647285e-02
38.5859          	-3.4885647081e-02
38.5909          	-3.4885647473e-02
38.596           	-3.4885647183e-02
38.601           	-3.4885647464e-02
38.6061          	-3.4885647150e-02
38.6111          	-3.4885647389e-02
38.6162          	-3.4885647086e-02
38.6212          	-3.4885647482e-02
38.6263          	-3.4885647107e-02
38.6313          	-3.4885647249e-02
38.6364          	-3.4885647143e-02
38.6414          	-3.4885647159e-02
38.6465          	-3.4885647165e-02
38.6515          	-3.4885647400e-02
38.6566          	-3.4885647132e-02
38.6616          	-3.4885647339e-02
38.6667          	-3.4885647093e-02
38.6717          	-3.4885647751e-02
38.6768          	-3.4885647512e-02
38.6818          	-3.4885648062e-02
38.6869          	-3.4885647566e-02
38.6919          	-3.4885648058e-02
38.697           	-3.4885647569e-02
38.702           	-3.4885647652e-02
38.7071          	-3.4885647400e-02
38.7121          	-3.4885647618e-02
38.7172          	-3.4885647129e-02
38.7222          	-3.4885647325e-02
38.7273          	-3.4885647049e-02
38.7323          	-3.4885647453e-02
38.7374          	-3.4885647714e-02
38.7424          	-3.4885647954e-02
38.7475          	-3.4885647951e-02
38.7525          	-3.4885647798e-02
38.7576          	-3.4885647635e-02
38.7626          	-3.4885647669e-02
38.7677          	-3.4885647287e-02
38.7727          	-3.4885647660e-02
38.7778          	-3.4885647276e-02
38.7828          	-3.4885647430e-02
38.7879          	-3.4885647278e-02
38.7929          	-3.4885647365e-02
38.798           	-3.4885647060e-02
38.803           	-3.4885647574e-02
38.8081          	-3.4885647151e-02
38.8131          	-3.4885647395e-02
38.8182          	-3.4885647125e-02
38.8232          	-3.4885647217e-02
38.8283          	-3.4885647191e-02
38.8333          	-3.4885647374e-02
38.8384          	-3.4885647165e-02
38.8434          	-3.4885647296e-02
38.8485          	-3.4885647246e-02
38.8535          	-3.4885647303e-02
38.8586          	-3.4885647180e-02
38.8636          	-3.4885647350e-02
38.8687          	-3.4885647223e-02
38.8737          	-3.4885647338e-02
38.8788          	-3.4885647048e-02
38.8838          	-3.4885647293e-02
38.8889          	-3.4885647073e-02
38.8939          	-3.4885647321e-02
38.899           	-3.4885647117e-02
38.904           	-3.4885647281e-02
38.9091          	-3.4885647174e-02
38.9141          	-3.4885647719e-02
38.9192          	-3.4885647455e-02
38.9242          	-3.4885647853e-02
38.9293          	-3.4885647323e-02
38.9343          	-3.4885647701e-02
38.9394          	-3.4885647340e-02
38.9444          	-3.4885647295e-02
38.9495          	-3.4885647185e-02
38.9545          	-3.4885647336e-02
38.9596          	-3.4885647302e-02
38.9646          	-3.4885647372e-02
38.9697          	-3.4885647032e-02
38.9747          	-3.4885647281e-02
38.9798          	-3.4885647245e-02
38.9848          	-3.4885647706e-02
38.9899          	-3.4885647391e-02
38.9949          	-3.4885647578e-02
39               	-3.4885647329e-02
39.0051          	-3.4885647815e-02
39.0101          	-3.4885647377e-02
39.0152          	-3.4885648083e-02
39.0202          	-3.4885647621e-02
39.0253          	-3.4885647834e-02
39.0303          	-3.4885647486e-02
39.0354          	-3.4885647541e-02
39.0404          	-3.4885647273e-02
39.0455          	-3.4885647499e-02
39.0505          	-3.4885647272e-02
39.0556          	-3.4885647388e-02
39.0606          	-3.4885647069e-02
39.0657          	-3.4885647165e-02
39.0707          	-3.4885647138e-02
39.0758          	-3.4885647361e-02
39.0808          	-3.4885647156e-02
39.0859          	-3.4885647335e-02
39.0909          	-3.4885647152e-02
39.096           	-3.4885647293e-02
39.101           	-3.4885647153e-02
39.1061          	-3.4885647283e-02
39.1111          	-3.4885647033e-02
39.1162          	-3.4885647308e-02
39.1212          	-3.4885647092e-02
39.1263          	-3.4885647203e-02
39.1313          	-3.4885647001e-02
39.1364          	-3.4885647270e-02
39.1414          	-3.4885646992e-02
39.1465          	-3.4885647418e-02
39.1515          	-3.4885647003e-02
39.1566          	-3.4885647291e-02
39.1616          	-3.4885647089e-02
39.1667          	-3.4885647353e-02
39.1717          	-3.4885647225e-02
39.1768          	-3.4885647452e-02
39.1818          	-3.4885647273e-02
39.1869          	-3.4885647569e-02
39.1919          	-3.4885647098e-02
39.197           	-3.4885647364e-02
39.202           	-3.4885647046e-02
39.2071          	-3.4885647278e-02
39.2121          	-3.4885647087e-02
39.2172          	-3.4885647237e-02
39.2222          	-3.4885646871e-02
39.2273          	-3.4885647397e-02
39.2323          	-3.4885646900e-02
39.2374          	-3.4885647284e-02
39.2424          	-3.4885646990e-02
39.2475          	-3.4885647195e-02
39.2525          	-3.4885646934e-02
39.2576          	-3.4885647297e-02
39.2626          	-3.4885646882e-02
39.2677          	-3.4885647136e-02
39.2727          	-3.4885646899e-02
39.2778          	-3.4885647107e-02
39.2828          	-3.4885647000e-02
39.2879          	-3.4885647623e-02
39.2929          	-3.4885647654e-02
39.298           	-3.4885648046e-02
39.303           	-3.4885647874e-02
39.3081          	-3.4885647880e-02
39.3131          	-3.4885647454e-02
39.3182          	-3.4885647863e-02
39.3232          	-3.4885647242e-02
39.3283          	-3.4885647609e-02
39.3333          	-3.4885647093e-02
39.3384          	-3.4885647485e-02
39.3434          	-3.4885647159e-02
39.3485          	-3.4885647361e-02
39.3535          	-3.4885647106e-02
39.3586          	-3.4885647367e-02
39.3636          	-3.4885647031e-02
39.3687          	-3.4885647213e-02
39.3737          	-3.4885647019e-02
39.3788          	-3.4885647143e-02
39.3838          	-3.4885647031e-02
39.3889          	-3.4885647193e-02
39.3939          	-3.4885647017e-02
39.399           	-3.4885647341e-02
39.404           	-3.4885646984e-02
39.4091          	-3.4885647293e-02
39.4141          	-3.4885646967e-02
39.4192          	-3.4885647095e-02
39.4242          	-3.4885646948e-02
39.4293          	-3.4885647172e-02
39.4343          	-3.4885647121e-02
39.4394          	-3.4885647318e-02
39.4444          	-3.4885647113e-02
39.4495          	-3.4885647302e-02
39.4545          	-3.4885647102e-02
39.4596          	-3.4885647263e-02
39.4646          	-3.4885646924e-02
39.4697          	-3.4885647167e-02
39.4747          	-3.4885646928e-02
39.4798          	-3.4885647217e-02
39.4848          	-3.4885646957e-02
39.4899          	-3.4885647211e-02
39.4949          	-3.4885647007e-02
39.5             	-3.4885647417e-02
39.5051          	-3.4885646941e-02
39.5101          	-3.4885647433e-02
39.5152          	-3.4885647085e-02
39.5202          	-3.4885647360e-02
39.5253          	-3.4885647001e-02
39.5303          	-3.4885647268e-02
39.5354          	-3.4885646860e-02
39.5404          	-3.4885647609e-02
39.5455          	-3.4885647695e-02
39.5505          	-3.4885647995e-02
39.5556          	-3.4885647765e-02
39.5606          	-3.4885647882e-02
39.5657          	-3.4885647779e-02
39.5707          	-3.4885647815e-02
39.5758          	-3.4885647593e-02
39.5808          	-3.4885647666e-02
39.5859          	-3.4885647352e-02
39.5909          	-3.4885647573e-02
39.596           	-3.4885647212e-02
39.601           	-3.4885647495e-02
39.6061          	-3.4885647145e-02
39.6111          	-3.4885647424e-02
39.6162          	-3.4885647037e-02
39.6212          	-3.4885647475e-02
39.6263          	-3.4885646944e-02
39.6313          	-3.4885647247e-02
39.6364          	-3.4885646928e-02
39.6414          	-3.4885647129e-02
39.6465          	-3.4885646993e-02
39.6515          	-3.4885647294e-02
39.6566          	-3.4885646969e-02
39.6616          	-3.4885647218e-02
39.6667          	-3.4885646962e-02
39.6717          	-3.4885647236e-02
39.6768          	-3.4885647007e-02
39.6818          	-3.4885647266e-02
39.6869          	-3.4885646940e-02
39.6919          	-3.4885647110e-02
39.697           	-3.4885646967e-02
39.702           	-3.4885647069e-02
39.7071          	-3.4885646916e-02
39.7121          	-3.4885647174e-02
39.7172          	-3.4885646844e-02
39.7222          	-3.4885647307e-02
39.7273          	-3.4885646971e-02
39.7323          	-3.4885647269e-02
39.7374          	-3.4885646881e-02
39.7424          	-3.4885647142e-02
39.7475          	-3.4885647009e-02
39.7525          	-3.4885647154e-02
39.7576          	-3.4885646967e-02
39.7626          	-3.4885647230e-02
39.7677          	-3.4885646867e-02
39.7727          	-3.4885647145e-02
39.7778          	-3.4885646905e-02
39.7828          	-3.4885647073e-02
39.7879          	-3.4885646897e-02
39.7929          	-3.4885647205e-02
39.798           	-3.4885646806e-02
39.803           	-3.4885647057e-02
39.8081          	-3.4885646898e-02
39.8131          	-3.4885647057e-02
39.8182          	-3.4885646882e-02
39.8232          	-3.4885647082e-02
39.8283          	-3.4885646870e-02
39.8333          	-3.4885647237e-02
39.8384          	-3.4885646914e-02
39.8434          	-3.4885647157e-02
39.8485          	-3.4885646950e-02
39.8535          	-3.4885647183e-02
39.8586          	-3.4885646796e-02
39.8636          	-3.4885647168e-02
39.8687          	-3.4885646921e-02
39.8737          	-3.4885647031e-02
39.8788          	-3.4885647011e-02
39.8838          	-3.4885647126e-02
39.8889          	-3.4885646953e-02
39.8939          	-3.4885647287e-02
39.899           	-3.4885646954e-02
39.904           	-3.4885647209e-02
39.9091          	-3.4885646937e-02
39.9141          	-3.4885647253e-02
39.9192          	-3.4885646807e-02
39.9242          	-3.4885647249e-02
39.9293          	-3.4885646924e-02
39.9343          	-3.4885647472e-02
39.9394          	-3.4885647585e-02
39.9444          	-3.4885647948e-02
39.9495          	-3.4885647844e-02
39.9545          	-3.4885647887e-02
39.9596          	-3.4885647821e-02
39.9646          	-3.4885647696e-02
39.9697          	-3.4885647483e-02
39.9747          	-3.4885647494e-02
39.9798          	-3.4885647146e-02
39.9848          	-3.4885647389e-02
39.9899          	-3.4885647114e-02
39.9949          	-3.4885647365e-02
40               	-3.4885646879e-02
40.0051          	-3.4885647230e-02
40.0101          	-3.4885646952e-02
40.0152          	-3.4885647257e-02
40.0202          	-3.4885646950e-02
40.0253          	-3.4885647329e-02
40.0303          	-3.4885646924e-02
40.0354          	-3.4885647172e-02
40.0404          	-3.4885647014e-02
40.0455          	-3.4885647091e-02
40.0505          	-3.4885647020e-02
40.0556          	-3.4885647147e-02
40.0606          	-3.4885646970e-02
40.0657          	-3.4885647682e-02
40.0707          	-3.4885647470e-02
40.0758          	-3.4885647797e-02
40.0808          	-3.4885647671e-02
40.0859          	-3.4885647550e-02
40.0909          	-3.4885647590e-02
40.096           	-3.4885647533e-02
40.101           	-3.4885647208e-02
40.1061          	-3.4885647576e-02
40.1111          	-3.4885647200e-02
40.1162          	-3.4885647687e-02
40.1212          	-3.4885647184e-02
40.1263          	-3.4885647357e-02
40.1313          	-3.4885647108e-02
40.1364          	-3.4885647416e-02
40.1414          	-3.4885647006e-02
40.1465          	-3.4885647382e-02
40.1515          	-3.4885646952e-02
40.1566          	-3.4885647224e-02
40.1616          	-3.4885646895e-02
40.1667          	-3.4885647228e-02
40.1717          	-3.4885646967e-02
40.1768          	-3.4885647283e-02
40.1818          	-3.4885647007e-02
40.1869          	-3.4885647154e-02
40.1919          	-3.4885646923e-02
40.197           	-3.4885647196e-02
40.202           	-3.4885647028e-02
40.2071          	-3.4885647270e-02
40.2121          	-3.4885647021e-02
40.2172          	-3.4885647345e-02
40.2222          	-3.4885646907e-02
40.2273          	-3.4885647226e-02
40.2323          	-3.4885646880e-02
40.2374          	-3.4885647118e-02
40.2424          	-3.4885646911e-02
40.2475          	-3.4885647072e-02
40.2525          	-3.4885646791e-02
40.2576          	-3.4885647254e-02
40.2626          	-3.4885646841e-02
40.2677          	-3.4885647102e-02
40.2727          	-3.4885646815e-02
40.2778          	-3.4885647064e-02
40.2828          	-3.4885647006e-02
40.2879          	-3.4885647161e-02
40.2929          	-3.4885646939e-02
40.298           	-3.4885647132e-02
40.303           	-3.4885646870e-02
40.3081          	-3.4885647196e-02
40.3131          	-3.4885646956e-02
40.3182          	-3.4885647212e-02
40.3232          	-3.4885647338e-02
40.3283          	-3.4885647802e-02
40.3333          	-3.4885647712e-02
40.3384          	-3.4885648115e-02
40.3434          	-3.4885647618e-02
40.3485          	-3.4885647805e-02
40.3535          	-3.4885647414e-02
40.3586          	-3.4885647600e-02
40.3636          	-3.4885647206e-02
40.3687          	-3.4885647401e-02
40.3737          	-3.4885647198e-02
40.3788          	-3.4885647430e-02
40.3838          	-3.4885647167e-02
40.3889          	-3.4885647303e-02
40.3939          	-3.4885646924e-02
40.399           	-3.4885647217e-02
40.404           	-3.4885646964e-02
40.4091          	-3.4885647179e-02
40.4141          	-3.4885646906e-02
40.4192          	-3.4885647023e-02
40.4242          	-3.4885646983e-02
40.4293          	-3.4885647131e-02
40.4343          	-3.4885646962e-02
40.4394          	-3.4885647065e-02
40.4444          	-3.4885646930e-02
40.4495          	-3.4885647141e-02
40.4545          	-3.4885646900e-02
40.4596          	-3.4885647206e-02
40.4646          	-3.4885646866e-02
40.4697          	-3.4885647221e-02
40.4747          	-3.4885646831e-02
40.4798          	-3.4885647192e-02
40.4848          	-3.4885646885e-02
40.4899          	-3.4885647048e-02
40.4949          	-3.4885646922e-02
40.5             	-3.4885647111e-02
40.5051          	-3.4885646929e-02
40.5101          	-3.4885647118e-02
40.5152          	-3.4885646903e-02
40.5202          	-3.4885647127e-02
40.5253          	-3.4885647016e-02
40.5303          	-3.4885647542e-02
40.5354          	-3.4885647312e-02
40.5404          	-3.4885647534e-02
40.5455          	-3.4885647064e-02
40.5505          	-3.4885647396e-02
40.5556          	-3.4885647000e-02
40.5606          	-3.4885647390e-02
40.5657          	-3.4885647058e-02
40.5707          	-3.4885647416e-02
40.5758          	-3.4885646980e-02
40.5808          	-3.4885647374e-02
40.5859          	-3.4885647029e-02
40.5909          	-3.4885647204e-02
40.596           	-3.4885647042e-02
40.601           	-3.4885647095e-02
40.6061          	-3.4885647078e-02
40.6111          	-3.4885647192e-02
40.6162          	-3.4885646969e-02
40.6212          	-3.4885647185e-02
40.6263          	-3.4885646837e-02
40.6313          	-3.4885647161e-02
40.6364          	-3.4885646865e-02
40.6414          	-3.4885647177e-02
40.6465          	-3.4885646880e-02
40.6515          	-3.4885647182e-02
