# Field minima and maxima
# Time           	min(p)           	max(p)           
0.965204819      	1.0000000000e+05	1.0939954252e+05
0.966204819      	1.0000000000e+05	1.0939954252e+05
0.967204819      	1.0000000000e+05	1.0939954252e+05
0.968204819      	1.0000000000e+05	1.0939954252e+05
0.969204819      	1.0000000000e+05	1.0939954252e+05
0.970204819      	1.0000000000e+05	1.0939954252e+05
0.971204819      	1.0000000000e+05	1.0939954251e+05
0.972204819      	1.0000000000e+05	1.0939954251e+05
0.973204819      	1.0000000000e+05	1.0939954251e+05
0.974204819      	1.0000000000e+05	1.0939954251e+05
0.975204819      	1.0000000000e+05	1.0939954251e+05
0.976204819      	1.0000000000e+05	1.0939954251e+05
0.977204819      	1.0000000000e+05	1.0939954251e+05
0.978204819      	1.0000000000e+05	1.0939954250e+05
0.979204819      	1.0000000000e+05	1.0939954250e+05
0.980204819      	1.0000000000e+05	1.0939954250e+05
0.981204819      	1.0000000000e+05	1.0939954250e+05
0.982204819      	1.0000000000e+05	1.0939954250e+05
0.983204819      	1.0000000000e+05	1.0939954250e+05
0.984204819      	1.0000000000e+05	1.0939954250e+05
0.985204819      	1.0000000000e+05	1.0939954249e+05
0.986204819      	1.0000000000e+05	1.0939954249e+05
0.987204819      	1.0000000000e+05	1.0939954249e+05
0.988204819      	1.0000000000e+05	1.0939954249e+05
0.989204819      	1.0000000000e+05	1.0939954249e+05
0.990204819      	1.0000000000e+05	1.0939954249e+05
0.991184337      	1.0000000000e+05	1.0939954249e+05
0.992065904      	1.0000000000e+05	1.0939954248e+05
0.992859313      	1.0000000000e+05	1.0939954248e+05
0.993573382      	1.0000000000e+05	1.0939954248e+05
0.994216044      	1.0000000000e+05	1.0939954248e+05
0.994794439      	1.0000000000e+05	1.0939954248e+05
0.995314995      	1.0000000000e+05	1.0939954248e+05
0.995783496      	1.0000000000e+05	1.0939954248e+05
0.996205146      	1.0000000000e+05	1.0939954248e+05
0.996584632      	1.0000000000e+05	1.0939954248e+05
0.996926168      	1.0000000000e+05	1.0939954248e+05
0.997233552      	1.0000000000e+05	1.0939954248e+05
0.997510196      	1.0000000000e+05	1.0939954248e+05
0.997759177      	1.0000000000e+05	1.0939954248e+05
0.997983259      	1.0000000000e+05	1.0939954248e+05
0.998184933      	1.0000000000e+05	1.0939954248e+05
0.99836644       	1.0000000000e+05	1.0939954248e+05
0.998529796      	1.0000000000e+05	1.0939954248e+05
0.998676816      	1.0000000000e+05	1.0939954248e+05
0.998809135      	1.0000000000e+05	1.0939954248e+05
0.998928221      	1.0000000000e+05	1.0939954248e+05
0.999035399      	1.0000000000e+05	1.0939954248e+05
0.999131859      	1.0000000000e+05	1.0939954248e+05
0.999218673      	1.0000000000e+05	1.0939954248e+05
0.999296806      	1.0000000000e+05	1.0939954247e+05
0.999367125      	1.0000000000e+05	1.0939954247e+05
0.999430413      	1.0000000000e+05	1.0939954247e+05
0.999487372      	1.0000000000e+05	1.0939954247e+05
0.999538634      	1.0000000000e+05	1.0939954247e+05
0.999584771      	1.0000000000e+05	1.0939954247e+05
0.999626294      	1.0000000000e+05	1.0939954247e+05
0.999663664      	1.0000000000e+05	1.0939954247e+05
0.999697298      	1.0000000000e+05	1.0939954247e+05
0.999727568      	1.0000000000e+05	1.0939954247e+05
0.999754811      	1.0000000000e+05	1.0939954247e+05
0.99977933       	1.0000000000e+05	1.0939954247e+05
0.999801397      	1.0000000000e+05	1.0939954247e+05
0.999821258      	1.0000000000e+05	1.0939954247e+05
0.999839132      	1.0000000000e+05	1.0939954247e+05
0.999855219      	1.0000000000e+05	1.0939954247e+05
0.999869697      	1.0000000000e+05	1.0939954247e+05
0.999882727      	1.0000000000e+05	1.0939954247e+05
0.999894454      	1.0000000000e+05	1.0939954247e+05
0.999905009      	1.0000000000e+05	1.0939954247e+05
0.999915009      	1.0000000000e+05	1.0939954247e+05
0.999925009      	1.0000000000e+05	1.0939954247e+05
0.999935009      	1.0000000000e+05	1.0939954247e+05
0.999945009      	1.0000000000e+05	1.0939954247e+05
0.999955009      	1.0000000000e+05	1.0939954247e+05
0.999965009      	1.0000000000e+05	1.0939954247e+05
0.999975009      	1.0000000000e+05	1.0939954247e+05
0.999985009      	1.0000000000e+05	1.0939954247e+05
0.999995009      	1.0000000000e+05	1.0939954247e+05
1.00000501       	1.0000000000e+05	1.5596369734e+05
1.00001501       	1.0000000000e+05	2.3177307115e+05
1.00002501       	1.0000000000e+05	2.6825187228e+05
1.00003501       	1.0000000000e+05	2.7690119030e+05
1.00004501       	1.0000000000e+05	2.7121071137e+05
1.00005501       	1.0000000000e+05	2.5973680727e+05
1.00006501       	1.0000000000e+05	2.4678712019e+05
1.00007501       	1.0000000000e+05	2.3423907343e+05
1.00008501       	1.0000000000e+05	2.2279650456e+05
1.00009501       	1.0000000000e+05	2.1264723485e+05
1.00010501       	1.0000000000e+05	2.0377155318e+05
1.00011501       	1.0000000000e+05	1.9607651563e+05
1.00012501       	1.0000000000e+05	1.9069420073e+05
1.00013501       	1.0000000000e+05	1.9241931870e+05
1.00014501       	1.0000000000e+05	1.9237680353e+05
1.00015501       	1.0000000000e+05	1.9116974098e+05
1.00016501       	1.0000000000e+05	1.8932015585e+05
1.00017501       	1.0000000000e+05	1.8733127768e+05
1.00018501       	1.0000000000e+05	1.8574889480e+05
1.00019501       	1.0000000000e+05	1.8609218880e+05
1.00020501       	1.0000000000e+05	1.8691817273e+05
1.00021501       	1.0000000000e+05	1.8786651574e+05
1.00022501       	1.0000000000e+05	1.9010528944e+05
1.00023501       	1.0000000000e+05	1.9965026468e+05
1.00024501       	1.0000000000e+05	2.1057354321e+05
1.00025501       	1.0000000000e+05	2.2073906242e+05
1.00026501       	1.0000000000e+05	2.2976009881e+05
1.00027501       	1.0000000000e+05	2.3747475579e+05
1.00028501       	1.0000000000e+05	2.4381735890e+05
1.00029501       	1.0000000000e+05	2.4880725588e+05
1.00030501       	1.0000000000e+05	2.5252930129e+05
1.00031501       	1.0000000000e+05	2.5546328809e+05
1.00032501       	1.0000000000e+05	2.5731025382e+05
1.00033501       	1.0000000000e+05	2.5816188788e+05
1.00034501       	1.0000000000e+05	2.5814111180e+05
1.00035501       	1.0000000000e+05	2.5739061296e+05
1.00036501       	1.0000000000e+05	2.5606274287e+05
1.00037501       	1.0000000000e+05	2.5435926035e+05
1.00038501       	1.0000000000e+05	2.5255131178e+05
1.00039501       	1.0000000000e+05	2.5047662532e+05
1.00040501       	1.0000000000e+05	2.4819936032e+05
1.00041501       	1.0000000000e+05	2.4577926133e+05
1.00042501       	1.0000000000e+05	2.4326965489e+05
1.00043501       	1.0000000000e+05	2.4071443491e+05
1.00044501       	1.0000000000e+05	2.3822016172e+05
1.00045501       	1.0000000000e+05	2.3579562771e+05
1.00046501       	1.0000000000e+05	2.3331808487e+05
1.00047501       	1.0000000000e+05	2.3076795571e+05
1.00048501       	1.0000000000e+05	2.2812831125e+05
1.00049501       	1.0000000000e+05	2.2538526483e+05
1.00050501       	1.0000000000e+05	2.2252743224e+05
1.00051501       	1.0000000000e+05	2.1955421089e+05
1.00052501       	1.0000000000e+05	2.1652168486e+05
1.00053501       	1.0000000000e+05	2.1331704151e+05
1.00054501       	1.0000000000e+05	2.0993022029e+05
1.00055501       	1.0000000000e+05	2.0636109429e+05
1.00056501       	1.0000000000e+05	2.0261929689e+05
1.00057501       	1.0000000000e+05	1.9872346428e+05
1.00058501       	1.0000000000e+05	1.9820904348e+05
1.00059501       	1.0000000000e+05	2.0028256394e+05
1.00060501       	1.0000000000e+05	2.0222968243e+05
1.00061501       	1.0000000000e+05	2.0403464473e+05
1.00062501       	1.0000000000e+05	2.0568463281e+05
1.00063501       	1.0000000000e+05	2.0716976372e+05
1.00064501       	1.0000000000e+05	2.0848298659e+05
1.00065501       	1.0000000000e+05	2.0961983322e+05
1.00066501       	1.0000000000e+05	2.1057831807e+05
1.00067501       	1.0000000000e+05	2.1135869398e+05
1.00068501       	1.0000000000e+05	2.1196311876e+05
1.00069501       	1.0000000000e+05	2.1239538054e+05
1.00070501       	1.0000000000e+05	2.1266064400e+05
1.00071501       	1.0000000000e+05	2.1276521383e+05
1.00072501       	1.0000000000e+05	2.1271620475e+05
1.00073501       	1.0000000000e+05	2.1252162324e+05
1.00074501       	1.0000000000e+05	2.1219006308e+05
1.00075501       	1.0000000000e+05	2.1173046880e+05
1.00076501       	1.0000000000e+05	2.1115200234e+05
1.00077501       	1.0000000000e+05	2.1046392552e+05
1.00078501       	1.0000000000e+05	2.0967550959e+05
1.00079501       	1.0000000000e+05	2.0879596247e+05
1.00080501       	1.0000000000e+05	2.0783437972e+05
1.00081501       	1.0000000000e+05	2.0679971338e+05
1.00082501       	1.0000000000e+05	2.0570075402e+05
1.00083501       	1.0000000000e+05	2.0454612107e+05
1.00084501       	1.0000000000e+05	2.0334425995e+05
1.00085501       	1.0000000000e+05	2.0210344216e+05
1.00086501       	1.0000000000e+05	2.0083176619e+05
1.00087501       	1.0000000000e+05	1.9953715724e+05
1.00088501       	1.0000000000e+05	1.9822736420e+05
1.00089501       	1.0000000000e+05	1.9690995302e+05
1.00090501       	1.0000000000e+05	1.9559229588e+05
1.00091501       	1.0000000000e+05	1.9428155556e+05
1.00092501       	1.0000000000e+05	1.9307045243e+05
1.00093501       	1.0000000000e+05	1.9295278495e+05
1.00094501       	1.0000000000e+05	1.9491671837e+05
1.00095501       	1.0000000000e+05	1.9808075172e+05
1.00096501       	1.0000000000e+05	2.0116261169e+05
1.00097501       	1.0000000000e+05	2.0414854950e+05
1.00098501       	1.0000000000e+05	2.0702527411e+05
1.00099501       	1.0000000000e+05	2.0977978963e+05
1.00100501       	1.0000000000e+05	2.1239928874e+05
1.00101506       	1.0000000000e+05	2.1488267931e+05
1.00102521       	1.0000000000e+05	2.1722559123e+05
1.00103546       	1.0000000000e+05	2.1941006412e+05
1.00104582       	1.0000000000e+05	2.2141762279e+05
1.00105627       	1.0000000000e+05	2.2322948002e+05
1.00106684       	1.0000000000e+05	2.2482680742e+05
1.00107751       	1.0000000000e+05	2.2619106580e+05
1.00108828       	1.0000000000e+05	2.2730438327e+05
1.00109916       	1.0000000000e+05	2.2814996721e+05
1.00111016       	1.0000000000e+05	2.2871253588e+05
1.00112126       	1.0000000000e+05	2.2897875562e+05
1.00113247       	1.0000000000e+05	2.2893766922e+05
1.00114379       	1.0000000000e+05	2.2858110056e+05
1.00115523       	1.0000000000e+05	2.2790401910e+05
1.00116678       	1.0000000000e+05	2.2690484701e+05
1.00117845       	1.0000000000e+05	2.2558569342e+05
1.00119024       	1.0000000000e+05	2.2395250282e+05
1.00120214       	1.0000000000e+05	2.2201511093e+05
1.00121416       	1.0000000000e+05	2.1978720704e+05
1.0012263        	1.0000000000e+05	2.1728620906e+05
1.00123856       	1.0000000000e+05	2.1453306202e+05
1.00125095       	1.0000000000e+05	2.1155197473e+05
1.00126346       	1.0000000000e+05	2.0837010990e+05
1.00127609       	1.0000000000e+05	2.0501724300e+05
1.00128886       	1.0000000000e+05	2.0152540236e+05
1.00130174       	1.0000000000e+05	1.9792849957e+05
1.00131476       	1.0000000000e+05	1.9426195499e+05
1.00132791       	1.0000000000e+05	1.9056231757e+05
1.00134119       	1.0000000000e+05	1.8752355904e+05
1.0013546        	1.0000000000e+05	1.8813612299e+05
1.00136815       	1.0000000000e+05	1.8894540960e+05
1.00138183       	1.0000000000e+05	1.8970577415e+05
1.00139565       	1.0000000000e+05	1.9040217592e+05
1.0014096        	1.0000000000e+05	1.9101900904e+05
1.0014237        	1.0000000000e+05	1.9154040495e+05
1.00143794       	1.0000000000e+05	1.9195038703e+05
1.00145231       	1.0000000000e+05	1.9223315213e+05
1.00146684       	9.9932574858e+04	1.9237340571e+05
1.00148151       	9.9522403128e+04	1.9235672730e+05
1.00149632       	9.9063824878e+04	1.9217000904e+05
1.00151128       	9.8643972078e+04	1.9180188605e+05
1.0015264        	9.8290460719e+04	1.9124316495e+05
1.00154166       	9.8020816921e+04	1.9048724651e+05
1.00155708       	9.7840239135e+04	1.8953050388e+05
1.00157265       	9.7735513971e+04	1.8837259841e+05
1.00158838       	9.7704432067e+04	1.8701669559e+05
1.00160426       	9.7750928523e+04	1.8546956128e+05
1.0016203        	9.7863346288e+04	1.8374153255e+05
1.0016365        	9.8043410764e+04	1.8184635165e+05
1.00165287       	9.8291539761e+04	1.7980086576e+05
1.0016694        	9.8597656878e+04	1.7762460323e+05
1.00168609       	9.8948393874e+04	1.7533924611e+05
1.00170295       	9.9327631348e+04	1.7296802516e+05
1.00171998       	9.9582652664e+04	1.7053506762e+05
1.00173718       	9.9407492175e+04	1.6806472756e+05
1.00175455       	9.9255183713e+04	1.6558093283e+05
1.0017721        	9.9185678172e+04	1.6310657118e+05
1.00178982       	9.9214122592e+04	1.6201082243e+05
1.00180772       	9.9353322157e+04	1.6249494534e+05
1.0018258        	9.9587332850e+04	1.6286309416e+05
1.00184405       	9.9913081516e+04	1.6309169785e+05
1.00186249       	1.0000000000e+05	1.6315305540e+05
1.00188112       	1.0000000000e+05	1.6301703926e+05
1.00189993       	1.0000000000e+05	1.6265187323e+05
1.00191893       	1.0000000000e+05	1.6202604324e+05
1.00193812       	1.0000000000e+05	1.6111059885e+05
1.0019575        	1.0000000000e+05	1.5988161369e+05
1.00197708       	1.0000000000e+05	1.5832255246e+05
1.00199685       	9.9999567324e+04	1.5642630356e+05
1.00201682       	9.9998525548e+04	1.5419667533e+05
1.00203698       	1.0000000000e+05	1.5164921682e+05
1.00205735       	1.0000000000e+05	1.4881130082e+05
1.00207793       	1.0000000000e+05	1.4572148577e+05
1.00209871       	1.0000000000e+05	1.4242824095e+05
1.00211969       	1.0000000000e+05	1.3898816897e+05
1.00214089       	1.0000000000e+05	1.3648732922e+05
1.0021623        	1.0000000000e+05	1.3668470521e+05
1.00218392       	1.0000000000e+05	1.3683564728e+05
1.00220576       	1.0000000000e+05	1.3689655782e+05
1.00222782       	1.0000000000e+05	1.3685432388e+05
1.0022501        	1.0000000000e+05	1.3671082727e+05
1.0022726        	1.0000000000e+05	1.3648127464e+05
1.00229532       	1.0000000000e+05	1.3621146163e+05
1.00231828       	1.0000000000e+05	1.3592112513e+05
1.00234146       	1.0000000000e+05	1.3563690838e+05
1.00236487       	1.0000000000e+05	1.3534123245e+05
1.00238852       	1.0000000000e+05	1.3494967107e+05
1.00241241       	1.0000000000e+05	1.3439213190e+05
1.00243653       	1.0000000000e+05	1.3360494324e+05
1.0024609        	1.0000000000e+05	1.3254962064e+05
1.00248551       	1.0000000000e+05	1.3121013925e+05
1.00251036       	1.0000000000e+05	1.2957384111e+05
1.00253547       	1.0000000000e+05	1.2764315552e+05
1.00256082       	1.0000000000e+05	1.2544752452e+05
1.00258643       	1.0000000000e+05	1.2301197468e+05
1.00261229       	1.0000000000e+05	1.2037906635e+05
1.00263842       	1.0000000000e+05	1.1763517597e+05
1.0026648        	1.0000000000e+05	1.1631847585e+05
1.00269145       	1.0000000000e+05	1.1686702163e+05
1.00271836       	1.0000000000e+05	1.1713549569e+05
1.00274555       	9.9271853016e+04	1.1709413225e+05
1.002773         	9.7213638640e+04	1.1672611085e+05
1.00280073       	9.4716936256e+04	1.1602774397e+05
1.00282874       	9.2114190977e+04	1.1500811209e+05
1.00285703       	8.9586158701e+04	1.1368818778e+05
1.0028856        	8.7211499010e+04	1.1209951204e+05
1.00291445       	8.5062316582e+04	1.1028250694e+05
1.0029436        	8.3164101692e+04	1.0828452496e+05
1.00297303       	8.1526605721e+04	1.0615810223e+05
1.00300276       	8.0145403832e+04	1.0395796188e+05
1.00303279       	7.8991497356e+04	1.0173931021e+05
1.00306312       	7.8048301923e+04	1.0055009169e+05
1.00309375       	7.7291984327e+04	1.0004089020e+05
1.00312469       	7.6702666472e+04	1.0000000000e+05
1.00315593       	7.6293981561e+04	1.0000000000e+05
1.00318749       	7.6099175634e+04	1.0000000000e+05
1.00321937       	7.6164033462e+04	1.0000000000e+05
1.00325156       	7.6521563345e+04	1.0000000000e+05
1.00328408       	7.7196048110e+04	1.0000000000e+05
1.00331692       	7.8194690835e+04	1.0000000000e+05
1.00335009       	7.9500212646e+04	1.0000000000e+05
1.00338359       	8.1066759348e+04	1.0000000000e+05
1.00341742       	8.2845517450e+04	1.0000000000e+05
1.0034516        	8.4724060101e+04	1.0000000000e+05
1.00348611       	8.6179128953e+04	1.0000000000e+05
1.00352098       	8.5540759202e+04	1.0000000000e+05
1.00355619       	8.5007778597e+04	1.0000000000e+05
1.00359175       	8.4575540945e+04	1.0000000000e+05
1.00362766       	8.4235950754e+04	1.0000000000e+05
1.00366394       	8.3977772060e+04	1.0003624669e+05
1.00370058       	8.3787021127e+04	1.0163929388e+05
1.00373759       	8.3602201129e+04	1.0316281901e+05
1.00377496       	8.2910321143e+04	1.0449229791e+05
1.00381271       	8.2255245488e+04	1.0558520805e+05
1.00385084       	8.1638628601e+04	1.0640951834e+05
1.00388935       	8.0996750563e+04	1.0695006414e+05
1.00392824       	8.0376688517e+04	1.0718768089e+05
1.00396752       	7.9825253499e+04	1.0710495648e+05
1.0040072        	7.9340899025e+04	1.0669445262e+05
1.00404727       	7.8920805835e+04	1.0596003902e+05
1.00408774       	7.8560629546e+04	1.0492176011e+05
1.00412862       	7.8254644125e+04	1.0361905920e+05
1.00416991       	7.7995944766e+04	1.0214996279e+05
1.00421161       	7.7766362445e+04	1.0069273560e+05
1.00425372       	7.7484396363e+04	1.0000000000e+05
1.00429626       	7.7219840647e+04	1.0000000000e+05
1.00433922       	7.6932776192e+04	1.0000000000e+05
1.00438261       	7.6605138686e+04	1.0000000000e+05
1.00442644       	7.6312803113e+04	1.0000000000e+05
1.0044707        	7.5996910833e+04	1.0000000000e+05
1.00451541       	7.5356843957e+04	1.0000000000e+05
1.00456057       	7.4760211283e+04	1.0000000000e+05
1.00460617       	7.4143031601e+04	1.0000000000e+05
1.00465223       	7.3157784171e+04	1.0000000000e+05
1.00469876       	7.2398307485e+04	1.0000000000e+05
1.00474574       	7.1928261877e+04	1.0000000000e+05
1.0047932        	7.1762556799e+04	1.0000000000e+05
1.00484113       	7.1881849662e+04	1.0000000000e+05
1.00488954       	7.2043916929e+04	1.0000000000e+05
1.00493844       	7.1850783088e+04	1.0000000000e+05
1.00498782       	7.1696141509e+04	1.0000000000e+05
1.0050377        	7.1575863587e+04	1.0000000000e+05
1.00508808       	7.1485864647e+04	1.0000000000e+05
1.00513896       	7.1422120252e+04	1.0000000000e+05
1.00519035       	7.1380661416e+04	1.0000000000e+05
1.00524225       	7.1072267643e+04	1.0000000000e+05
1.00529468       	7.0767153858e+04	1.0000000000e+05
1.00534762       	7.0492288989e+04	1.0000000000e+05
1.0054011        	7.0251386501e+04	1.0000000000e+05
1.00545511       	7.0047214823e+04	1.0000000000e+05
1.00550966       	6.9881516373e+04	1.0000000000e+05
1.00556476       	6.9754979973e+04	1.0000000000e+05
1.0056204        	6.9667259544e+04	1.0000000000e+05
1.00567661       	6.9617017875e+04	1.0000000000e+05
1.00573337       	6.9579802298e+04	1.0000000000e+05
1.00579071       	6.9573637651e+04	1.0000000000e+05
1.00584862       	6.9611948936e+04	1.0000000000e+05
1.0059071        	6.9690746635e+04	1.0000000000e+05
1.00596617       	6.9804603002e+04	1.0000000000e+05
1.00602583       	6.9927791335e+04	1.0000000000e+05
1.00608609       	7.0043325925e+04	1.0000000000e+05
1.00614695       	7.0166064412e+04	1.0000000000e+05
1.00620842       	7.0292666855e+04	1.0000000000e+05
1.00627051       	7.0420445994e+04	1.0000000000e+05
1.00633321       	7.0407207244e+04	1.0000000000e+05
1.00639654       	7.0382383038e+04	1.0000000000e+05
1.00646051       	7.0403660581e+04	1.0000000000e+05
1.00652512       	7.0478904249e+04	1.0000000000e+05
1.00659037       	7.0614107606e+04	1.0000000000e+05
1.00665627       	7.0812789791e+04	1.0000000000e+05
1.00672283       	7.1075615456e+04	1.0000000000e+05
1.00679006       	7.1400230134e+04	1.0000000000e+05
1.00685796       	7.1612595118e+04	1.0000000000e+05
1.00692654       	7.1800189875e+04	1.0000000000e+05
1.00699581       	7.2017687636e+04	1.0000000000e+05
1.00706576       	7.2249521923e+04	1.0000000000e+05
1.00713642       	7.2499129804e+04	1.0000000000e+05
1.00720779       	7.2801963379e+04	1.0000000000e+05
1.00727986       	7.3162019136e+04	1.0000000000e+05
1.00735266       	7.3580911805e+04	1.0000000000e+05
1.00742619       	7.4057860461e+04	1.0000000000e+05
1.00750045       	7.4590024473e+04	1.0000000000e+05
1.00757546       	7.5172526316e+04	1.0000000000e+05
1.00765121       	7.5797525234e+04	1.0000000000e+05
1.00772772       	7.6457111794e+04	1.0000000000e+05
1.007805         	7.7143742811e+04	1.0000000000e+05
1.00788305       	7.7850151718e+04	1.0000000000e+05
1.00796188       	7.8570110647e+04	1.0000000000e+05
1.0080415        	7.9299282275e+04	1.0000000000e+05
1.00812191       	8.0035919285e+04	1.0000000000e+05
1.00820313       	8.0781298950e+04	1.0000000000e+05
1.00828516       	8.1539794427e+04	1.0000000000e+05
1.00836802       	8.2318456262e+04	1.0000000000e+05
1.0084517        	8.3126221826e+04	1.0000000000e+05
1.00853621       	8.3973416951e+04	1.0000000000e+05
1.00862158       	8.4869952891e+04	1.0000000000e+05
1.00870779       	8.5823781417e+04	1.0000000000e+05
1.00879487       	8.6839804751e+04	1.0000000000e+05
1.00888282       	8.7918996624e+04	1.0000000000e+05
1.00897165       	8.9057817142e+04	1.0000000000e+05
1.00906136       	9.0249729837e+04	1.0000000000e+05
1.00915198       	9.1485784202e+04	1.0000000000e+05
1.0092435        	9.2756111065e+04	1.0000000000e+05
1.00933593       	9.4052035883e+04	1.0000000000e+05
1.00942929       	9.5367631449e+04	1.0000000000e+05
1.00952358       	9.6700258591e+04	1.0000000000e+05
1.00961882       	9.8050141010e+04	1.0017558706e+05
1.00971501       	9.9164140239e+04	1.0150310104e+05
1.00981216       	9.9846216774e+04	1.0287550231e+05
1.00991028       	1.0000000000e+05	1.0428717137e+05
1.01000938       	1.0000000000e+05	1.0572932884e+05
1.01010948       	1.0000000000e+05	1.0719294035e+05
1.01021057       	1.0000000000e+05	1.0867089796e+05
1.01031268       	1.0000000000e+05	1.1015881267e+05
1.0104158        	1.0000000000e+05	1.1165460888e+05
1.01051996       	1.0000000000e+05	1.1315751827e+05
1.01062516       	1.0000000000e+05	1.1466680525e+05
1.01073141       	1.0000000000e+05	1.1618091234e+05
1.01083873       	1.0000000000e+05	1.1769694198e+05
1.01094711       	1.0000000000e+05	1.1921050643e+05
1.01105658       	1.0000000000e+05	1.2071585176e+05
1.01116715       	1.0000000000e+05	1.2220613222e+05
1.01127882       	1.0000000000e+05	1.2367369347e+05
1.01139161       	1.0000000000e+05	1.2511063280e+05
1.01150553       	1.0000000000e+05	1.2650934341e+05
1.01162058       	1.0000000000e+05	1.2786253476e+05
1.01173679       	1.0000000000e+05	1.2916273153e+05
1.01185416       	1.0000000000e+05	1.3040166582e+05
1.0119727        	1.0000000000e+05	1.3157004330e+05
1.01209242       	1.0000000000e+05	1.3265794377e+05
1.01221335       	1.0000000000e+05	1.3365630143e+05
1.01233548       	1.0000000000e+05	1.3455709299e+05
1.01245884       	1.0000000000e+05	1.3535306507e+05
1.01258342       	1.0000000000e+05	1.3603762929e+05
1.01270926       	1.0000000000e+05	1.3660431426e+05
1.01283635       	1.0000000000e+05	1.3704651267e+05
1.01296472       	1.0000000000e+05	1.3735884308e+05
1.01309436       	1.0000000000e+05	1.3753786121e+05
1.01322531       	1.0000000000e+05	1.3758139471e+05
1.01335756       	1.0000000000e+05	1.3748799650e+05
1.01349113       	1.0000000000e+05	1.3725609205e+05
1.01362605       	1.0000000000e+05	1.3688093775e+05
1.01376231       	1.0000000000e+05	1.3636551911e+05
1.01389993       	1.0000000000e+05	1.3571752605e+05
1.01403893       	1.0000000000e+05	1.3494250983e+05
1.01417932       	1.0000000000e+05	1.3404412253e+05
1.01432111       	1.0000000000e+05	1.3302705474e+05
1.01446432       	1.0000000000e+05	1.3189820314e+05
1.01460897       	1.0000000000e+05	1.3066616914e+05
1.01475506       	1.0000000000e+05	1.2934038337e+05
1.01490261       	1.0000000000e+05	1.2793040681e+05
1.01505163       	1.0000000000e+05	1.2644588497e+05
1.01520215       	1.0000000000e+05	1.2489671408e+05
1.01535417       	1.0000000000e+05	1.2329321125e+05
1.01550771       	1.0000000000e+05	1.2164543353e+05
1.01566279       	1.0000000000e+05	1.1996304856e+05
1.01581942       	1.0000000000e+05	1.1825568149e+05
1.01597761       	1.0000000000e+05	1.1653288583e+05
1.01613739       	1.0000000000e+05	1.1480389672e+05
1.01629876       	1.0000000000e+05	1.1307744541e+05
1.01646175       	1.0000000000e+05	1.1136172292e+05
1.01662637       	1.0000000000e+05	1.0966441216e+05
1.01679263       	1.0000000000e+05	1.0799276039e+05
1.01696056       	1.0000000000e+05	1.0635346744e+05
1.01713016       	1.0000000000e+05	1.0475279081e+05
1.01730146       	1.0000000000e+05	1.0319652871e+05
1.01747448       	9.9589682258e+04	1.0169003925e+05
1.01764922       	9.8121943803e+04	1.0023827105e+05
1.01782571       	9.6714509686e+04	1.0000000000e+05
1.01800397       	9.5371729357e+04	1.0000000000e+05
1.01818401       	9.4097607400e+04	1.0000000000e+05
1.01836585       	9.2895899005e+04	1.0000000000e+05
1.01854951       	9.1770381083e+04	1.0000000000e+05
1.018735         	9.0721471363e+04	1.0000000000e+05
1.01892235       	8.9729871799e+04	1.0000000000e+05
1.01911158       	8.8822590904e+04	1.0000000000e+05
1.01930269       	8.8002345108e+04	1.0000000000e+05
1.01949572       	8.7271886892e+04	1.0000000000e+05
1.01969068       	8.6633955344e+04	1.0000000000e+05
1.01988758       	8.6091236881e+04	1.0000000000e+05
1.02008646       	8.5646383629e+04	1.0000000000e+05
1.02028733       	8.5302055555e+04	1.0000000000e+05
1.0204902        	8.5060955899e+04	1.0000000000e+05
1.0206951        	8.4931671915e+04	1.0000000000e+05
1.02090205       	8.4909623843e+04	1.0000000000e+05
1.02111107       	8.4993251268e+04	1.0000000000e+05
1.02132218       	8.5188849078e+04	1.0000000000e+05
1.0215354        	8.5501740648e+04	1.0000000000e+05
1.02175076       	8.5934832301e+04	1.0000000000e+05
1.02196827       	8.6489799130e+04	1.0000000000e+05
1.02218795       	8.7168258246e+04	1.0000000000e+05
1.02240983       	8.7972059749e+04	1.0000000000e+05
1.02263393       	8.8902995820e+04	1.0000000000e+05
1.02286027       	8.9963133418e+04	1.0000000000e+05
1.02308887       	9.1151433719e+04	1.0000000000e+05
1.02331976       	9.2466316180e+04	1.0000000000e+05
1.02355295       	9.3906899455e+04	1.0000000000e+05
1.02378848       	9.5470287880e+04	1.0000000000e+05
1.02402637       	9.7151788808e+04	1.0000000000e+05
1.02426663       	9.8945613768e+04	1.0108134048e+05
1.0245093        	1.0000000000e+05	1.0292942681e+05
1.02475439       	1.0000000000e+05	1.0487109627e+05
1.02500194       	1.0000000000e+05	1.0689542426e+05
1.02525196       	1.0000000000e+05	1.0898844049e+05
1.02550448       	1.0000000000e+05	1.1113219280e+05
1.02575952       	1.0000000000e+05	1.1330504543e+05
1.02601712       	1.0000000000e+05	1.1548109571e+05
1.02627729       	1.0000000000e+05	1.1763096867e+05
1.02654006       	1.0000000000e+05	1.1972218896e+05
1.02680546       	1.0000000000e+05	1.2171999965e+05
1.02707351       	1.0000000000e+05	1.2358741210e+05
1.02734425       	1.0000000000e+05	1.2528641242e+05
1.02761769       	1.0000000000e+05	1.2677883941e+05
1.02789387       	1.0000000000e+05	1.2802842248e+05
1.02817281       	1.0000000000e+05	1.2900266400e+05
1.02845454       	1.0000000000e+05	1.2967423808e+05
1.02873908       	1.0000000000e+05	1.3002004746e+05
