# Field minima and maxima
# Time       	field        	min          	location(min)	processor    	max          	location(max)	processor    
4.26559      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.779767e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.27097      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.807304e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.27634      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.831831e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.28172      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.843803e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.2871       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.833096e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.29247      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.807350e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.29785      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.788137e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.30323      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.825660e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.3086       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.862862e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.31398      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.888316e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.31904      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.919048e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.3241       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.987519e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.32916      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.976451e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.33422      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	1.994948e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.33928      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.016445e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.34434      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.028366e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.3494       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.049672e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.35446      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.078512e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.35952      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.145525e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.36458      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.203490e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.36964      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.250836e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.3747       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.291573e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.37976      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.327528e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.38482      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.362310e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.38988      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.395888e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.39494      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.422413e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.4          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.449151e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.405        	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.488758e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.41         	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.535224e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.41487      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.566288e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.41962      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.624326e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.42424      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.672793e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.42875      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.685717e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.43326      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.687287e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.43776      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.657755e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.44227      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.624513e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.44691      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.639415e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.45155      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.628902e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.45619      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.628570e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.46083      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.684075e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.46532      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.749924e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.46981      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.841809e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.47429      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.891712e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.47878      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.891861e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.48327      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.907063e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.48776      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.955170e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.49208      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.918836e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.49608      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.884938e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.49979      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.943281e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.50337      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.039885e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.50682      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.986874e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.51015      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.844756e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.51347      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.827559e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.51694      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.828669e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.5204       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.774408e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.52402      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.783148e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.52781      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.776196e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.53182      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.739407e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.53583      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.710864e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.53985      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.778699e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.54386      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.863036e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.54787      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.844085e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.55159      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.754540e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.55531      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.779128e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.55875      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.718682e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.56219      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.734175e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.56563      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.685196e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.56906      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.632884e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.57293      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.609215e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.5768       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.459003e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.58066      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.381714e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.58453      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.310456e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.5884       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.406832e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.59227      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.389073e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.59613      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.312207e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.6          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.324731e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.60417      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.333789e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.60833      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.318259e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.6125       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.308660e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.61686      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.213767e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.62133      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.230674e+00	(0.000000e+00 0.000000e+00 9.075000e-02)	0
4.62591      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.145100e+00	(0.000000e+00 0.000000e+00 1.006500e-01)	0
4.63074      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.005966e+00	(0.000000e+00 0.000000e+00 1.105500e-01)	0
4.63572      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.042278e+00	(0.000000e+00 0.000000e+00 1.105500e-01)	0
4.6407       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.055058e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.64568      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.141651e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.6505       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.216655e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.65477      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.183482e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.65904      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.070299e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.66359      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.061336e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.66814      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.041129e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.67285      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.007469e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.67774      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.011541e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.68263      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.015303e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.68752      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.044001e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.69241      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.090276e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.6973       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.108787e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.70219      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.131759e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.70708      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.107249e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.71173      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.110806e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.71637      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.156026e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.72077      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.152347e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.72543      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.232926e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.73009      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.249883e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.73476      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.310616e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.73977      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.357537e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.74479      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.336914e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.74981      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.393426e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.75483      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.469183e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.75935      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.534799e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.76386      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.653875e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.76838      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.607739e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.7729       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.560426e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.77742      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.584660e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.78193      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.615260e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.78645      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.623905e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.79097      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.635104e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.79548      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.694634e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.8          	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.758406e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.80444      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.776233e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.80889      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.813211e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.81323      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.853372e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.81758      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.907090e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.82182      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.920002e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.82596      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.944187e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.83011      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.026293e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.83415      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.041952e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.8381       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.038021e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.84205      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.082882e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.846        	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.071658e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.85005      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.077229e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.854        	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.995866e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.85784      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.959454e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.86158      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.015170e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.86513      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.015604e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.86842      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.071279e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.87155      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.007280e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.87468      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.987088e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.87782      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.906168e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.88103      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.796470e+00	(0.000000e+00 0.000000e+00 8.085000e-02)	0
4.88434      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.722453e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.88784      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.726472e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.89146      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.722051e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.89534      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.741546e+00	(0.000000e+00 0.000000e+00 1.980000e-02)	0
4.89936      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.774003e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.90355      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.846905e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.90757      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.871656e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.91159      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.026680e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.91544      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.052118e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.91928      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.029312e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.92295      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.916151e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.92662      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.911013e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.93011      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.925381e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.93379      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.936716e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.93747      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.812519e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.94115      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.780263e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.94507      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.841522e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.94899      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.800519e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.95292      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.751795e+00	(0.000000e+00 0.000000e+00 3.300000e-02)	0
4.95684      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.801546e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.96076      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.890650e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.96469      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.873270e+00	(0.000000e+00 0.000000e+00 4.620000e-02)	0
4.96861      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.818315e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.9721       	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.794789e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.97559      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.902412e+00	(0.000000e+00 0.000000e+00 5.940000e-02)	0
4.97864      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.009150e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.98169      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	3.084776e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
4.98474      	U            	0.000000e+00	(-1.100056e-02 -1.100056e-02 0.000000e+00)	0	2.983152e+00	(0.000000e+00 0.000000e+00 7.095000e-02)	0
